Cause,Effect
V0,V24
V0,V58
V1,V34
V1,V74
V2,V89
V3,V10
V3,V20
V3,V35
V4,V23
V4,V30
V4,V71
V4,V89
V5,V92
V6,V32
V6,V76
V7,V6
V7,V16
V7,V69
V8,V55
V8,V65
V8,V78
V8,V95
V9,V35
V9,V85
V9,V94
V10,V11
V10,V15
V10,V40
V10,V43
V11,V2
V11,V15
V11,V45
V11,V55
V11,V75
V12,V10
V12,V45
V12,V54
V13,V73
V14,V77
V15,V91
V16,V66
V16,V72
V17,V42
V17,V83
V18,V21
V18,V70
V19,V46
V20,V76
V21,V18
V21,V47
V21,V69
V22,V54
V23,V85
V24,V40
V24,V62
V25,V16
V25,V72
V27,V3
V27,V17
V27,V23
V27,V80
V28,V75
V30,V6
V30,V76
V32,V17
V32,V52
V32,V90
V33,V46
V35,V57
V35,V78
V36,V5
V36,V6
V36,V57
V36,V76
V36,V81
V36,V95
V37,V48
V37,V73
V38,V70
V38,V77
V39,V65
V40,V30
V40,V38
V40,V71
V41,V13
V41,V54
V41,V94
V42,V22
V42,V68
V43,V30
V44,V20
V44,V31
V44,V91
V46,V3
V46,V10
V46,V31
V46,V34
V46,V35
V46,V73
V47,V23
V47,V54
V47,V86
V48,V3
V48,V22
V48,V24
V48,V86
V49,V4
V49,V37
V50,V42
V50,V43
V50,V68
V51,V18
V51,V22
V51,V78
V51,V98
V52,V49
V53,V5
V53,V17
V54,V85
V55,V20
V55,V36
V55,V69
V56,V76
V56,V83
V56,V88
V57,V86
V57,V93
V59,V52
V61,V17
V61,V62
V61,V74
V61,V92
V62,V57
V62,V58
V62,V86
V62,V88
V63,V2
V63,V52
V63,V68
V64,V0
V64,V66
V64,V80
V65,V3
V65,V43
V65,V91
V65,V94
V66,V3
V67,V40
V67,V50
V68,V15
V68,V23
V68,V29
V68,V98
V69,V6
V69,V19
V69,V47
V69,V77
V69,V83
V70,V24
V70,V31
V70,V46
V70,V89
V71,V46
V71,V90
V72,V52
V72,V54
V73,V35
V73,V75
V74,V47
V75,V55
V75,V66
V76,V57
V76,V71
V76,V81
V78,V16
V79,V65
V79,V86
V80,V36
V81,V32
V81,V62
V81,V66
V81,V68
V81,V79
V82,V30
V82,V46
V82,V69
V82,V94
V84,V24
V84,V75
V86,V11
V86,V18
V86,V42
V86,V45
V86,V93
V87,V23
V87,V45
V87,V82
V88,V97
V89,V6
V89,V8
V89,V35
V89,V82
V89,V87
V90,V10
V90,V31
V90,V32
V90,V47
V90,V77
V90,V91
V90,V92
V91,V25
V91,V45
V91,V66
V91,V67
V91,V83
V92,V26
V93,V80
V94,V2
V94,V42
V94,V58
V94,V85
V95,V36
V95,V37
V95,V42
V95,V58
V95,V74
V95,V90
V95,V97
V96,V34
V96,V71
V97,V47
V97,V77
V97,V85
V98,V17
V98,V58
V98,V92
V99,V18
V99,V51
