Cause,Effect
V0,V18
V1,V21
V1,V64
V2,V4
V2,V11
V2,V45
V3,V46
V3,V71
V4,V13
V4,V43
V4,V53
V5,V14
V6,V8
V7,V88
V8,V23
V8,V50
V8,V62
V8,V75
V8,V77
V10,V25
V10,V35
V10,V68
V11,V20
V11,V65
V11,V76
V11,V86
V12,V3
V13,V65
V13,V74
V13,V89
V14,V4
V14,V8
V14,V73
V14,V80
V14,V86
V14,V93
V14,V95
V15,V43
V15,V82
V16,V13
V16,V26
V16,V51
V16,V80
V16,V82
V17,V3
V17,V29
V18,V8
V18,V73
V18,V76
V19,V9
V19,V33
V19,V34
V19,V70
V20,V28
V20,V36
V20,V67
V20,V72
V21,V48
V21,V71
V23,V8
V23,V14
V23,V22
V23,V68
V24,V15
V24,V98
V25,V62
V25,V64
V27,V36
V28,V21
V28,V67
V29,V89
V29,V90
V29,V95
V30,V22
V30,V58
V31,V30
V31,V86
V31,V98
V32,V43
V32,V69
V33,V7
V33,V18
V33,V60
V33,V65
V34,V61
V35,V4
V35,V29
V35,V56
V35,V73
V36,V22
V36,V55
V37,V39
V38,V92
V39,V36
V40,V20
V40,V41
V40,V72
V40,V86
V41,V21
V41,V49
V41,V56
V42,V67
V43,V41
V43,V91
V43,V93
V44,V10
V45,V15
V45,V67
V45,V76
V46,V62
V47,V8
V47,V30
V47,V70
V47,V74
V48,V9
V48,V29
V48,V60
V48,V98
V49,V74
V49,V95
V49,V98
V50,V5
V50,V16
V50,V22
V50,V99
V51,V4
V51,V26
V51,V28
V52,V5
V52,V41
V52,V48
V52,V61
V52,V69
V53,V11
V53,V51
V53,V65
V53,V88
V54,V30
V54,V64
V57,V17
V58,V48
V58,V93
V59,V35
V59,V58
V60,V17
V60,V36
V61,V29
V61,V38
V61,V49
V61,V60
V61,V68
V62,V20
V62,V35
V62,V60
V63,V17
V63,V45
V64,V26
V64,V46
V64,V81
V65,V6
V65,V35
V65,V54
V66,V2
V66,V3
V66,V64
V66,V86
V66,V89
V67,V54
V67,V72
V67,V79
V68,V62
V68,V75
V68,V79
V69,V12
V70,V17
V71,V49
V71,V81
V71,V82
V72,V81
V73,V5
V73,V12
V73,V28
V73,V40
V73,V69
V73,V74
V73,V89
V73,V99
V74,V14
V74,V16
V74,V88
V75,V28
V75,V48
V76,V48
V76,V66
V77,V31
V77,V50
V79,V11
V79,V23
V79,V41
V80,V10
V80,V45
V81,V13
V81,V26
V81,V34
V81,V75
V82,V41
V82,V46
V83,V27
V83,V61
V84,V3
V84,V21
V84,V91
V85,V72
V85,V77
V86,V75
V87,V33
V88,V35
V89,V43
V89,V99
V90,V0
V90,V29
V90,V73
V90,V75
V90,V82
V91,V23
V92,V34
V92,V60
V92,V72
V93,V13
V93,V36
V93,V70
V93,V83
V94,V11
V94,V13
V94,V69
V95,V65
V96,V50
V97,V0
V97,V54
V98,V58
V98,V68
V98,V69
V98,V80
V98,V83
V98,V99
V99,V12
V99,V74
