Cause,Effect
V0,V19
V0,V62
V0,V93
V0,V94
V1,V9
V1,V29
V1,V61
V2,V1
V2,V77
V3,V19
V4,V23
V4,V27
V4,V51
V5,V19
V5,V28
V5,V41
V5,V71
V5,V86
V6,V20
V6,V30
V7,V84
V8,V0
V8,V20
V9,V0
V9,V38
V9,V45
V9,V55
V9,V80
V11,V81
V12,V46
V12,V63
V12,V96
V13,V3
V15,V10
V15,V41
V15,V63
V15,V70
V15,V74
V15,V84
V15,V85
V17,V13
V17,V88
V18,V3
V18,V11
V18,V16
V18,V26
V18,V55
V18,V69
V18,V99
V19,V31
V19,V67
V19,V89
V20,V54
V20,V58
V21,V31
V21,V58
V21,V98
V22,V54
V23,V39
V23,V59
V23,V85
V24,V81
V26,V88
V27,V11
V27,V24
V27,V41
V27,V86
V28,V29
V28,V61
V28,V84
V29,V10
V29,V12
V29,V28
V29,V49
V29,V63
V29,V67
V29,V86
V30,V12
V31,V69
V32,V47
V32,V55
V32,V86
V33,V43
V33,V83
V34,V3
V34,V78
V34,V90
V35,V3
V35,V70
V36,V8
V36,V23
V36,V25
V36,V62
V37,V66
V37,V93
V37,V96
V38,V5
V38,V71
V38,V87
V39,V59
V39,V63
V39,V88
V40,V31
V40,V50
V40,V71
V40,V95
V41,V74
V42,V45
V42,V46
V42,V56
V43,V15
V43,V58
V44,V71
V45,V19
V45,V26
V45,V33
V45,V77
V46,V12
V46,V21
V46,V80
V47,V18
V47,V50
V47,V70
V47,V81
V48,V79
V48,V80
V49,V57
V50,V16
V50,V32
V50,V35
V50,V37
V50,V94
V51,V15
V51,V34
V51,V54
V52,V38
V52,V59
V53,V35
V54,V30
V54,V34
V54,V40
V54,V65
V54,V87
V55,V79
V56,V99
V57,V16
V58,V55
V58,V82
V59,V21
V59,V33
V59,V56
V59,V81
V59,V95
V60,V50
V61,V86
V62,V23
V62,V30
V62,V38
V63,V41
V63,V60
V63,V69
V64,V12
V64,V34
V64,V51
V65,V43
V65,V97
V66,V5
V67,V71
V67,V74
V69,V5
V69,V15
V69,V29
V69,V45
V70,V5
V70,V12
V70,V45
V70,V60
V71,V1
V71,V28
V71,V77
V72,V10
V72,V26
V72,V28
V72,V56
V73,V25
V73,V28
V73,V32
V73,V33
V74,V2
V74,V33
V74,V35
V74,V67
V74,V85
V75,V54
V75,V69
V76,V26
V76,V55
V76,V93
V77,V56
V77,V93
V78,V26
V79,V7
V79,V70
V79,V84
V80,V6
V80,V62
V80,V75
V81,V67
V82,V44
V82,V50
V82,V51
V82,V56
V82,V80
V82,V96
V83,V11
V83,V35
V83,V42
V83,V58
V84,V5
V85,V60
V85,V80
V86,V19
V86,V43
V87,V48
V89,V11
V89,V82
V91,V15
V91,V31
V91,V39
V91,V50
V91,V51
V91,V98
V92,V59
V92,V90
V93,V58
V93,V76
V94,V10
V95,V90
V96,V41
V96,V61
V96,V88
V97,V30
V97,V34
V97,V54
V97,V94
V98,V22
V98,V27
V99,V29
V99,V30
V99,V31
V99,V38
V99,V98
