Cause,Effect
V0,V62
V1,V11
V1,V17
V1,V35
V1,V90
V2,V23
V2,V37
V3,V18
V3,V73
V3,V97
V4,V64
V4,V67
V4,V82
V4,V94
V5,V46
V5,V51
V6,V57
V7,V3
V7,V15
V7,V48
V7,V55
V8,V9
V8,V23
V8,V28
V8,V47
V9,V71
V10,V26
V10,V71
V11,V82
V12,V44
V14,V0
V14,V7
V14,V38
V14,V89
V15,V38
V15,V60
V15,V78
V16,V10
V17,V31
V18,V31
V18,V61
V18,V66
V20,V2
V20,V6
V20,V66
V20,V80
V21,V61
V21,V98
V22,V49
V22,V54
V22,V96
V23,V5
V23,V17
V23,V60
V24,V0
V24,V2
V24,V67
V24,V89
V26,V2
V26,V23
V26,V27
V26,V81
V27,V5
V27,V34
V27,V45
V27,V53
V27,V58
V27,V63
V28,V45
V29,V15
V29,V24
V29,V45
V29,V62
V30,V19
V30,V97
V31,V34
V31,V42
V31,V62
V31,V83
V32,V11
V32,V17
V32,V62
V32,V81
V32,V95
V33,V66
V33,V67
V33,V78
V34,V60
V34,V68
V36,V16
V36,V55
V36,V64
V36,V93
V37,V13
V37,V27
V37,V84
V38,V24
V38,V97
V39,V86
V40,V18
V40,V21
V40,V24
V40,V49
V41,V37
V41,V38
V41,V90
V42,V50
V42,V52
V42,V87
V43,V60
V43,V90
V44,V58
V44,V68
V44,V82
V45,V36
V45,V52
V46,V0
V46,V5
V46,V10
V46,V40
V46,V43
V46,V53
V46,V55
V46,V60
V46,V93
V47,V2
V47,V45
V47,V69
V47,V81
V48,V16
V48,V66
V48,V84
V49,V20
V50,V73
V51,V31
V51,V37
V51,V50
V51,V78
V52,V6
V52,V7
V52,V90
V53,V19
V53,V26
V53,V30
V53,V38
V53,V88
V53,V98
V54,V56
V55,V6
V55,V13
V55,V41
V55,V61
V55,V98
V56,V37
V56,V68
V57,V81
V58,V14
V58,V53
V58,V82
V58,V84
V59,V40
V59,V56
V59,V93
V59,V98
V60,V16
V60,V54
V60,V83
V61,V2
V61,V7
V61,V56
V62,V13
V62,V40
V62,V94
V63,V8
V63,V68
V64,V17
V64,V30
V64,V48
V64,V79
V64,V80
V65,V28
V65,V33
V65,V34
V65,V54
V65,V57
V65,V79
V66,V6
V67,V76
V68,V1
V69,V22
V70,V16
V70,V67
V70,V82
V71,V10
V71,V15
V71,V44
V72,V20
V72,V35
V72,V40
V72,V76
V72,V93
V73,V55
V74,V0
V74,V6
V74,V18
V74,V20
V74,V23
V75,V26
V76,V44
V76,V50
V76,V55
V76,V92
V77,V26
V77,V68
V77,V92
V78,V49
V78,V83
V79,V5
V79,V8
V79,V15
V79,V52
V80,V18
V80,V49
V81,V24
V82,V25
V82,V37
V82,V50
V82,V91
V83,V20
V83,V47
V83,V54
V84,V13
V84,V76
V84,V78
V85,V53
V86,V59
V86,V83
V87,V15
V87,V31
V87,V40
V87,V66
V87,V73
V88,V34
V88,V87
V89,V39
V89,V93
V90,V35
V90,V84
V91,V4
V92,V23
V92,V50
V92,V63
V92,V72
V92,V78
V93,V4
V93,V90
V95,V67
V95,V86
V96,V97
V96,V98
V97,V89
V98,V28
V98,V76
V98,V83
V98,V97
V99,V16
