Cause,Effect
V0,V56
V0,V61
V0,V70
V0,V77
V1,V78
V2,V16
V2,V40
V2,V56
V2,V61
V4,V57
V4,V58
V4,V99
V5,V0
V5,V15
V5,V88
V6,V53
V6,V68
V6,V84
V7,V4
V7,V80
V8,V79
V9,V35
V9,V38
V9,V96
V10,V9
V10,V23
V10,V49
V11,V47
V11,V55
V11,V89
V12,V5
V12,V83
V13,V26
V14,V16
V14,V18
V14,V44
V14,V99
V15,V38
V15,V67
V16,V77
V16,V88
V17,V48
V17,V71
V18,V52
V19,V7
V19,V76
V19,V92
V20,V33
V21,V20
V21,V94
V22,V74
V22,V99
V23,V79
V23,V90
V24,V39
V24,V82
V24,V92
V25,V70
V25,V77
V25,V87
V26,V7
V26,V39
V26,V55
V27,V10
V27,V17
V27,V93
V27,V99
V28,V0
V28,V39
V28,V73
V30,V8
V30,V47
V30,V48
V31,V14
V31,V26
V31,V30
V31,V41
V31,V48
V31,V53
V31,V68
V31,V97
V32,V44
V32,V61
V32,V75
V32,V76
V32,V91
V33,V4
V33,V14
V33,V74
V34,V5
V35,V13
V35,V79
V35,V88
V36,V27
V36,V50
V37,V9
V37,V29
V37,V56
V37,V83
V38,V28
V38,V41
V38,V50
V38,V77
V39,V5
V40,V53
V40,V68
V40,V92
V40,V98
V41,V30
V42,V0
V42,V21
V42,V29
V42,V53
V42,V91
V43,V3
V43,V40
V43,V65
V43,V73
V43,V88
V44,V97
V45,V0
V45,V31
V46,V54
V47,V5
V47,V87
V47,V99
V48,V62
V49,V3
V49,V22
V49,V25
V49,V78
V49,V90
V50,V96
V51,V32
V51,V42
V52,V33
V52,V38
V52,V55
V52,V58
V52,V76
V52,V98
V53,V8
V54,V61
V55,V22
V55,V78
V56,V7
V56,V19
V56,V83
V57,V13
V57,V46
V57,V49
V58,V8
V58,V16
V58,V97
V59,V12
V59,V28
V60,V32
V60,V35
V60,V55
V60,V71
V60,V83
V61,V44
V62,V60
V63,V26
V63,V46
V63,V75
V64,V30
V65,V7
V65,V23
V65,V34
V65,V48
V66,V70
V66,V93
V67,V3
V67,V32
V67,V82
V67,V91
V68,V75
V68,V83
V69,V47
V70,V31
V70,V39
V70,V47
V70,V49
V70,V75
V71,V1
V71,V73
V71,V76
V71,V92
V72,V67
V73,V13
V73,V20
V74,V0
V74,V52
V75,V77
V76,V9
V76,V48
V76,V52
V76,V54
V76,V94
V77,V79
V77,V84
V78,V38
V79,V60
V79,V87
V80,V88
V81,V14
V81,V26
V81,V30
V81,V35
V82,V15
V82,V31
V82,V53
V82,V89
V83,V7
V83,V91
V84,V12
V84,V71
V85,V26
V85,V75
V86,V21
V86,V27
V86,V39
V86,V58
V86,V60
V86,V68
V87,V69
V88,V33
V88,V52
V88,V78
V88,V89
V89,V40
V89,V56
V89,V61
V90,V4
V90,V49
V90,V55
V91,V68
V92,V13
V92,V14
V92,V84
V93,V3
V94,V35
V95,V13
V95,V59
V95,V65
V96,V22
V96,V87
V96,V89
V97,V16
V97,V35
V97,V40
V98,V70
V99,V10
V99,V12
