Cause,Effect
V0,V41
V0,V68
V1,V19
V1,V32
V1,V38
V1,V81
V2,V4
V2,V21
V2,V29
V2,V63
V3,V52
V3,V57
V4,V45
V4,V47
V4,V53
V4,V71
V4,V75
V6,V4
V7,V4
V7,V30
V7,V54
V8,V29
V8,V39
V9,V63
V9,V66
V10,V27
V11,V52
V11,V98
V13,V76
V13,V84
V14,V79
V14,V89
V15,V67
V15,V84
V15,V85
V16,V5
V16,V22
V17,V45
V18,V5
V18,V10
V20,V81
V21,V14
V21,V18
V21,V57
V22,V15
V22,V79
V22,V92
V23,V27
V24,V7
V24,V60
V24,V70
V24,V81
V24,V94
V25,V69
V26,V73
V26,V85
V27,V4
V28,V39
V28,V81
V29,V67
V29,V83
V29,V85
V29,V92
V29,V95
V30,V9
V30,V64
V30,V78
V30,V91
V31,V0
V31,V2
V31,V32
V31,V53
V31,V75
V32,V7
V32,V98
V33,V22
V33,V25
V33,V45
V33,V62
V33,V79
V33,V87
V33,V99
V35,V71
V36,V75
V37,V36
V37,V46
V37,V88
V38,V15
V38,V95
V39,V61
V39,V67
V39,V79
V39,V98
V40,V38
V40,V91
V41,V53
V41,V66
V41,V95
V42,V40
V42,V63
V43,V60
V43,V78
V44,V8
V44,V47
V44,V99
V45,V0
V45,V5
V45,V81
V45,V91
V46,V7
V46,V12
V46,V18
V46,V21
V46,V29
V47,V91
V48,V1
V49,V15
V49,V35
V49,V87
V50,V48
V50,V68
V51,V14
V51,V32
V51,V61
V52,V72
V53,V5
V53,V14
V53,V28
V53,V38
V53,V92
V54,V23
V54,V39
V55,V18
V55,V47
V56,V94
V57,V5
V57,V7
V57,V97
V58,V0
V58,V33
V58,V59
V58,V75
V58,V79
V58,V94
V59,V46
V59,V63
V59,V76
V59,V94
V60,V33
V60,V39
V61,V72
V62,V29
V62,V77
V62,V85
V62,V95
V63,V65
V63,V99
V64,V29
V64,V36
V64,V78
V64,V97
V65,V6
V65,V14
V65,V31
V65,V58
V65,V72
V66,V38
V66,V73
V66,V84
V67,V13
V67,V19
V67,V45
V68,V47
V68,V63
V68,V66
V68,V69
V68,V72
V68,V77
V68,V84
V69,V87
V69,V98
V70,V89
V71,V86
V72,V15
V72,V19
V73,V39
V74,V1
V74,V19
V75,V3
V75,V10
V75,V18
V75,V57
V75,V78
V76,V58
V76,V87
V76,V94
V77,V32
V77,V61
V77,V80
V77,V98
V78,V46
V79,V19
V79,V57
V79,V75
V80,V10
V80,V40
V81,V87
V81,V95
V83,V27
V84,V15
V84,V18
V84,V25
V84,V57
V85,V47
V86,V20
V86,V61
V87,V7
V87,V52
V88,V30
V90,V16
V90,V17
V90,V86
V91,V38
V91,V45
V92,V10
V92,V16
V92,V56
V94,V12
V94,V66
V94,V91
V95,V6
V95,V58
V95,V69
V95,V72
V96,V0
V96,V54
V97,V1
V97,V31
V97,V40
V97,V61
V97,V66
V98,V84
