V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
-86.05433681933066,36.75581822980605,-156.04670204371183,70.47094929515289,49.256625950374996,20.856984922351355,-10.594582166519823,106.62298845016741,73.76865485084598,-46.24114622826086,0.5260826570498698,-145.09340393651294,135.2579117768025,120.00629547239006,102.44367082634933,-82.96595920311918,-4.029071896670746,107.06413402701706,-50.457044510228016,63.8375500227142
-88.00849058647331,48.482303883581835,-177.74248665514997,140.4508525500335,53.419534833372,16.40129108630541,-6.767877408193823,108.34816659283389,73.19959861324296,-47.53031714832198,3.6863046230595207,-97.38805708956085,95.67253290874156,119.95119041680002,128.61648500087867,-91.54196813802896,7.897239041349346,110.60430963284273,-10.498488203141976,7.2449307875868465
-127.40175833642455,26.06243620468836,-193.62737499400114,113.32613843875737,60.86919770078179,-20.648006916474788,-10.516010200836753,102.52586534284278,69.81599067587796,-48.33640199354723,-4.322640917283093,-101.66512118762758,84.03307667250866,95.3919234394533,34.44847815052324,-87.71113919630683,-15.651049794250758,61.12994462450187,-9.079710394535805,29.059390125283524
-80.25961579141524,44.35968529730974,-156.6833319452284,103.26978355527156,36.997751573927026,6.762747521654512,8.575192151953946,83.39727007861305,77.28333752796294,-62.9321641634143,-24.554542320020186,-109.73441389165916,128.83080379737316,116.79206127066126,155.89704939273548,-62.514436196454554,16.404316081770435,56.94488605773764,-40.42560687247187,32.84407824593482
-92.76652266394626,56.15090087878549,-208.06760451404298,127.58978786416174,51.782641855567434,18.805090217367333,3.708061979253667,122.58143981532831,66.1094100706381,-52.21754490594371,-13.168051170215577,-92.47409182660921,58.38729275389519,100.53246494929593,86.20308918044894,-99.55264199837872,4.640521389634596,81.82755087609253,-34.20354865388044,-26.38341078033892
-105.37267968298569,29.846670109536234,-177.32542899882236,132.54303014197438,33.45087474294615,-20.067786716589463,-14.478612777547479,135.7494187001956,77.84505913380045,-40.47572941467592,6.264995456572198,-104.2616176830722,65.36979080652999,94.84068745654884,40.565341012013626,-65.56420144424014,-1.840527402160119,82.34945812460963,-5.133201383822383,27.928311552608445
-70.8794836317102,52.45373241271316,-184.22683349350547,105.91213094370745,34.28234065285251,9.755804845596925,-23.628143458227896,124.64035915790132,52.11591991979408,-23.97221551502567,-11.727572835952873,-121.54843372165416,86.96245889891622,96.97179296155463,72.43495920054448,-73.36620104424162,9.8231428505808,87.79973143369398,-31.4618689646344,46.21929408363996
-111.18889153999159,62.028136905131596,-229.457247444643,117.1745852545684,52.25932376624112,3.160185139685656,15.551926039307585,97.40699870625087,78.84015996345852,-38.055563922579395,-17.45195921333397,-89.47067316744815,111.62955686481583,119.28345448823268,99.52632324531005,-67.7817851308136,-23.545521754761193,101.33162014540872,-45.50661066006873,33.59348141872952
-89.86296367447514,40.303601982031225,-167.2411125288812,118.33625283548292,48.55714683984387,-29.467530856091887,-3.1730260337537297,94.7949246733488,81.76610562910955,-20.912135255620996,-17.130093034673767,-108.49748875746229,83.72648410728131,82.79168988487189,80.9352848769828,-70.76565510431674,8.37229825060347,93.93309278334841,-53.61976827178569,-1.6578914388145278
-108.19098249572498,44.98671393122392,-152.51021350969157,132.33292119700005,38.5401015111383,3.0121492473020446,-17.66222556276236,92.5852676486648,69.37766404921081,-52.36912309050728,14.197528829539355,-137.7494307584123,99.51678338149343,92.61910593535258,60.32340310725128,-109.71147122858979,24.185338066461707,65.97985045719815,-29.905348975433572,20.65587558640856
-116.53901763000945,60.992106670519775,-174.5561747395286,105.38274507033029,50.07741029000927,3.4636709117243765,-15.30602844515468,139.90908914196314,74.40006226351981,-39.13231565032195,-9.319363502563446,-118.15844983288008,80.3629685911937,110.79898878814916,80.50442497941411,-69.54852211143931,-3.2072129447778153,69.435606766232,-10.218731480387168,22.606021980306274
-85.13492678415238,56.70994631054313,-189.0458402463585,100.53317193171263,44.84276075850806,-7.107282196550513,11.311153473892654,120.31102206163266,103.38735342206517,-54.097821334542274,8.602777508971196,-100.6629824612307,90.0361179610081,83.85865279520478,113.24672495964298,-74.45471906443665,0.3386431738149991,53.21497691334065,-11.012282422114415,34.18857820620211
-85.17840193696891,57.638138468578944,-170.2246268082051,66.50318189147175,25.955727028347027,18.480960888779148,-16.245582654658097,111.01443240735958,66.16229357127281,-47.99929171593421,3.035157559592953,-111.297550116845,154.6981651545038,113.96474714529178,97.52031875992708,-85.09490977736125,-11.172651193851527,89.9644770983265,-17.38705304706204,72.11437486361406
-109.75975235748504,31.85694295929016,-181.36266800967286,95.74246512440095,44.518594136993634,-14.989218019014029,-18.99570588718813,87.22804107661399,65.8061926442376,-57.32881137292326,-17.60026550363685,-102.87578993405434,131.90324829559395,109.42436555964846,73.06048397011261,-70.57910790778496,-5.86418457349258,71.41167748913989,-21.35212208007319,3.1826756005933876
-93.17202203893082,67.24071695750057,-172.6411046702434,102.43383603976973,58.61594693552845,-21.864608812971426,-46.46897723298303,104.84220464803252,91.42484074282646,-74.16776314837477,25.496339732151277,-117.82793402101893,92.28174958571981,82.84598382014566,99.32017185157564,-83.83292178579615,5.079705716618261,79.34230895130753,-4.35145217458919,44.41011080220898
-80.2146354194924,38.7995312990395,-195.82284079177944,100.86374761506971,39.313730342475395,-13.878067933161844,-3.6224896082437286,101.98913899901108,97.00350688349796,-55.119645032400356,31.856746551992476,-97.47197031278009,119.5671450572318,77.64329866877536,99.3385649561965,-86.0234760105318,10.483482889500095,102.79817365208268,-4.744855111372593,22.588910177015094
-117.96098646145263,44.47009766642269,-176.10839163604206,127.4134627550995,64.04933048565663,11.46809716278269,-11.795793828057004,94.55894856469082,71.2564598166421,-50.55649980039006,13.182167094534831,-112.84241211711074,89.332997074359,136.16648421414064,77.67397908389191,-86.02447576962703,12.571230279743583,91.37779203534252,-1.787054966418004,21.54679263522868
-74.58774279906044,29.422515365753934,-198.6610278972714,103.90885332511147,32.391577042061364,29.77003701849514,24.684848107470778,95.4431035442187,64.65969691636522,-55.61544623919168,-8.625091073932246,-102.47486616650954,108.3727184595685,109.40725469224772,91.76181750925237,-49.8417772871267,0.07714278141643029,98.1562951742535,-32.02713811105317,0.08830581216744926
-106.03707521881117,44.8195523054706,-156.56373633757468,37.167570648726304,61.179630451491036,-28.02124587514818,-6.952255877184878,135.46620741747827,88.01798121923602,-49.21769862255294,-10.872891677001393,-130.57077251555657,160.38743970434538,102.6705574872722,73.89336359828349,-98.12991952739529,4.643245273665127,83.39364742273618,-7.0193857389536936,92.0979261905707
-105.89022113050451,48.32291567800626,-196.16100410290719,150.64858310927008,30.982915590010595,-6.654652874923274,-9.235175153556527,100.83049506014792,75.7214203683078,-76.30134406689977,17.306237798268953,-101.13872228696394,86.36599592280908,94.12156317987176,68.11988172521927,-77.51588126445273,-5.451439269757684,70.51436756404577,-2.1774591793822387,0.9244080730631694
