Cause,Effect
V0,V12
V0,V16
V1,V0
V1,V2
V1,V11
V1,V15
V2,V0
V2,V16
V3,V7
V3,V10
V3,V11
V3,V13
V3,V14
V4,V5
V5,V0
V5,V4
V5,V6
V5,V8
V5,V19
V6,V11
V6,V15
V7,V5
V7,V9
V7,V10
V8,V16
V9,V11
V9,V15
V9,V16
V9,V17
V9,V19
V10,V3
V10,V16
V11,V3
V11,V5
V11,V13
V11,V19
V12,V0
V12,V8
V12,V10
V12,V11
V12,V15
V13,V1
V13,V15
V14,V1
V14,V3
V14,V4
V14,V5
V14,V7
V14,V10
V15,V0
V15,V1
V15,V4
V15,V11
V16,V1
V16,V5
V16,V6
V16,V19
V17,V7
V17,V14
V17,V18
V18,V7
V18,V11
V18,V13
V18,V16
V18,V19
V19,V1
V19,V2
V19,V3
V19,V4
V19,V6
V19,V16
V19,V18
