Cause,Effect
V0,V3
V1,V3
V0,V4
V1,V4
V0,V5
V1,V5
V4,V6
V0,V7
V2,V8
V4,V8
V1,V9
V2,V9
V3,V9
V1,V10
V2,V10
V8,V11
V7,V11
V1,V12
V7,V12
V2,V13
V3,V13
V8,V14
V0,V15
V1,V15
V6,V15
V9,V15
V9,V16
V13,V16
V12,V16
V5,V16
V3,V17
V10,V17
V11,V17
V12,V17
V2,V18
V0,V19
V2,V19
V10,V20
V10,V21
V19,V21
V12,V21
V9,V22
V4,V22
V15,V22
V2,V23
V20,V23
V4,V23
V1,V24
V8,V25
V16,V25
V11,V25
V15,V25
V19,V26
V10,V26
V11,V26
V11,V27
V5,V27
V2,V28
V21,V28
V14,V28
V1,V29
V10,V29
V20,V29
V8,V30
V20,V30
V13,V30
V25,V31
V5,V31
V24,V32
V25,V32
V29,V32
V22,V33
V25,V34
V26,V34
V22,V34
V12,V35
V30,V35
V32,V36
V24,V36
V32,V37
V4,V37
V8,V37
V17,V37
V22,V37
V3,V38
V29,V38
V24,V39
V0,V39
V20,V39
V23,V39
V11,V40
V34,V41
V3,V41
V6,V41
V8,V41
V11,V41
V26,V42
V20,V42
V38,V42
V7,V42
V17,V43
V20,V43
V25,V43
V7,V43
V37,V44
V6,V44
V7,V44
V11,V44
V17,V44
V19,V45
V38,V45
V32,V46
V33,V46
V5,V46
V41,V46
V23,V46
V34,V47
V7,V47
V40,V48
V42,V48
V37,V48
V43,V49
V44,V49
V46,V49
V1,V50
V3,V50
V6,V50
V11,V51
V15,V51
V16,V51
V20,V51
V21,V51
V20,V52
V0,V53
V4,V53
V29,V53
V39,V53
V17,V54
V12,V54
V46,V54
V41,V55
V2,V55
V46,V55
V19,V56
V2,V57
V3,V57
V27,V58
V18,V59
V43,V59
V20,V59
V43,V60
V36,V60
V37,V60
V0,V61
V27,V61
V9,V62
V36,V62
V13,V62
V31,V62
V32,V63
V9,V63
V31,V64
V57,V65
V42,V65
V51,V66
V60,V66
V41,V67
V34,V67
V53,V67
V61,V67
V10,V68
V3,V69
V12,V69
V30,V69
V47,V69
V44,V70
V54,V70
V7,V71
V4,V71
V39,V71
V59,V72
V36,V72
V60,V72
V47,V72
V41,V73
V50,V73
V21,V73
V17,V73
V57,V74
V52,V74
V49,V75
V27,V75
V1,V76
V2,V76
V34,V76
V70,V76
V49,V76
V17,V77
V17,V78
V63,V78
V28,V79
V29,V79
V30,V79
V58,V80
V26,V80
V10,V81
V15,V81
V64,V82
V33,V82
V62,V82
V51,V83
V42,V84
V27,V84
V4,V84
V47,V85
V48,V86
V52,V86
V71,V86
V37,V87
V73,V87
V12,V87
V47,V87
V84,V87
V66,V88
V37,V88
V44,V88
V45,V88
V15,V88
V7,V89
V80,V90
V49,V90
V86,V90
V2,V91
V72,V92
V41,V92
V26,V92
V30,V92
V67,V93
V19,V93
V52,V93
V76,V93
V25,V94
V2,V94
V88,V95
V80,V95
V30,V95
V68,V96
V55,V96
V78,V96
V87,V96
V46,V97
V7,V97
V18,V98
V42,V98
V69,V98
V96,V99
