Cause,Effect
V0,V3
V1,V3
V1,V4
V0,V5
V1,V5
V0,V6
V1,V6
V0,V7
V1,V8
V4,V8
V5,V8
V1,V9
V5,V9
V6,V9
V1,V10
V2,V10
V5,V10
V6,V10
V0,V11
V9,V11
V2,V11
V5,V11
V9,V12
V1,V12
V0,V13
V6,V13
V7,V13
V1,V14
V2,V14
V5,V14
V7,V14
V9,V14
V8,V15
V1,V15
V2,V15
V4,V16
V1,V17
V4,V17
V9,V17
V10,V17
V14,V17
V3,V18
V6,V18
V9,V18
V10,V18
V14,V18
V3,V19
V12,V19
V13,V19
V3,V20
V4,V20
V5,V20
V12,V20
V13,V20
V12,V21
V0,V22
V2,V23
V7,V24
V6,V24
V15,V24
V10,V25
V18,V25
V2,V25
V3,V25
V8,V26
V19,V26
V20,V26
V10,V27
V17,V28
V21,V28
V22,V28
V6,V28
V16,V29
V6,V29
V2,V30
V14,V30
V17,V30
V19,V30
V21,V30
V12,V31
V7,V31
V1,V32
V11,V32
V13,V32
V14,V33
V1,V34
V25,V34
V16,V35
V17,V35
V27,V35
V31,V35
V25,V36
V4,V36
V8,V37
V16,V38
V24,V38
V12,V38
V31,V38
V8,V39
V19,V39
V14,V39
V3,V40
V12,V40
V32,V41
V39,V41
V1,V42
V35,V42
V37,V43
V12,V43
V17,V43
V19,V43
V27,V43
V19,V44
V36,V44
V7,V44
V23,V44
V2,V45
V35,V45
V40,V45
V21,V45
V28,V45
V11,V46
V13,V46
V41,V47
V10,V47
V12,V47
V19,V47
V30,V47
V18,V48
V36,V48
V42,V48
V34,V49
V38,V49
V43,V50
V11,V50
V28,V50
V42,V51
V11,V51
V36,V51
V27,V52
V23,V53
V35,V54
V20,V54
V22,V54
V40,V55
V14,V55
V16,V55
V52,V55
V22,V55
V41,V56
V45,V56
V36,V56
V13,V56
V34,V57
V43,V57
V7,V58
V39,V58
V46,V58
V49,V58
V24,V58
V5,V59
V38,V59
V50,V59
V21,V59
V22,V59
V0,V60
V33,V60
V8,V60
V47,V60
V50,V60
V24,V61
V3,V61
V37,V61
V31,V61
V26,V62
V12,V62
V38,V62
V1,V63
V14,V63
V53,V64
V34,V65
V43,V65
V19,V66
V52,V66
V45,V66
V42,V67
V60,V67
V12,V67
V48,V68
V44,V69
V7,V69
V23,V69
V32,V70
V33,V70
V27,V70
V38,V71
V46,V71
V50,V71
V51,V71
V23,V71
V64,V72
V43,V72
V35,V72
V57,V73
V34,V73
V67,V73
V12,V73
V27,V74
V63,V74
V10,V75
V39,V75
V71,V75
V40,V76
V57,V76
V44,V76
V46,V76
V69,V77
V32,V78
V26,V78
V47,V78
V9,V79
V42,V79
V27,V79
V12,V79
V26,V80
V62,V80
V48,V81
V40,V81
V58,V81
V22,V82
V14,V83
V55,V83
V16,V84
V73,V84
V62,V84
V31,V84
V41,V85
V11,V85
V22,V85
V7,V85
V1,V86
V68,V86
V6,V86
V39,V86
V44,V86
V66,V87
V15,V88
V80,V89
V26,V89
V11,V89
V24,V90
V73,V90
V42,V91
V21,V91
V70,V91
V15,V91
V32,V92
V0,V93
V10,V93
V86,V93
V63,V93
V17,V94
V21,V94
V15,V94
V10,V95
V72,V96
V32,V97
V7,V97
V8,V97
V74,V97
V13,V97
V68,V98
V8,V98
V75,V98
V15,V98
V20,V98
V43,V99
V3,V99
V46,V99
V7,V99
