Cause,Effect
V1,V8
V0,V9
V2,V9
V6,V9
V2,V10
V4,V10
V3,V11
V5,V11
V6,V11
V1,V12
V3,V12
V6,V12
V3,V13
V5,V13
V2,V14
V3,V14
V5,V14
V6,V14
V1,V15
V4,V15
V7,V15
V4,V16
V6,V16
V9,V16
V10,V16
V13,V16
V1,V17
V9,V17
V0,V18
V2,V18
V4,V18
V12,V18
V0,V19
V3,V20
V13,V20
V7,V20
V2,V21
V4,V21
V5,V21
V15,V21
V8,V22
V11,V22
V5,V22
V7,V22
V3,V23
V11,V23
V14,V23
V15,V23
V17,V23
V0,V24
V17,V24
V10,V24
V21,V24
V15,V25
V0,V26
V3,V26
V4,V26
V15,V26
V3,V27
V25,V28
V15,V28
V19,V29
V25,V29
V11,V29
V12,V29
V24,V30
V18,V30
V6,V31
V0,V32
V13,V32
V15,V32
V24,V32
V29,V32
V27,V33
V19,V34
V22,V34
V0,V35
V13,V35
V6,V35
V6,V36
V9,V36
V17,V36
V27,V36
V31,V36
V2,V37
V7,V37
V10,V37
V16,V37
V17,V37
V0,V38
V6,V38
V15,V38
V31,V39
V9,V40
V35,V40
V30,V40
V8,V41
V14,V41
V15,V41
V22,V41
V25,V41
V33,V42
V28,V42
V25,V42
V11,V43
V30,V44
V17,V45
V19,V46
V25,V47
V31,V48
V42,V49
V5,V50
V40,V51
V41,V51
V8,V51
V48,V51
V18,V51
V24,V52
V41,V53
V15,V53
V8,V54
V25,V54
V41,V55
V23,V55
V51,V56
V13,V56
V19,V57
V29,V58
V26,V59
V20,V60
V42,V61
V5,V61
V20,V62
V28,V62
V33,V63
V20,V63
V38,V63
V34,V64
V38,V65
V42,V65
V58,V65
V59,V65
V63,V65
V12,V66
V55,V66
V25,V67
V58,V68
V43,V68
V38,V68
V48,V69
V34,V69
V28,V69
V0,V70
V13,V70
V32,V71
V34,V71
V69,V71
V12,V71
V28,V71
V20,V72
V55,V72
V18,V73
V63,V73
V7,V73
V0,V74
V65,V74
V35,V74
V3,V74
V38,V74
V43,V75
V48,V76
V53,V76
V2,V77
V3,V77
V70,V77
V46,V77
V55,V77
V19,V78
V51,V78
V27,V78
V11,V78
V64,V79
V14,V79
V49,V79
V21,V79
V60,V79
V21,V80
V33,V81
V16,V82
V1,V82
V32,V82
V20,V82
V28,V83
V7,V83
V5,V84
V6,V84
V41,V84
V78,V84
V58,V84
V38,V85
V65,V86
V6,V86
V65,V87
V39,V87
V44,V87
V26,V87
V30,V87
V57,V88
V79,V88
V9,V89
V35,V89
V18,V90
V52,V90
V79,V90
V7,V90
V32,V91
V41,V91
V37,V91
V6,V91
V58,V92
V86,V92
V2,V93
V46,V93
V47,V93
V65,V94
V83,V94
V53,V94
V55,V94
V33,V95
V13,V95
V58,V95
V28,V95
V30,V95
V13,V96
V16,V97
V58,V97
V52,V98
V29,V98
V22,V98
V73,V99
V67,V99
V36,V99
V70,V99
