Cause,Effect
V0,V8
V6,V8
V4,V9
V6,V9
V1,V10
V3,V10
V4,V10
V5,V10
V6,V10
V3,V11
V5,V11
V6,V11
V8,V12
V9,V12
V4,V12
V7,V12
V2,V13
V4,V13
V5,V13
V7,V13
V8,V13
V9,V14
V6,V14
V7,V14
V3,V15
V9,V16
V4,V16
V6,V16
V10,V17
V3,V17
V1,V18
V5,V18
V0,V19
V4,V19
V10,V20
V2,V20
V11,V20
V12,V20
V9,V21
V1,V21
V8,V22
V2,V22
V4,V22
V7,V22
V19,V23
V12,V24
V3,V24
V4,V24
V5,V24
V17,V25
V6,V26
V16,V27
V12,V27
V21,V27
V16,V28
V13,V28
V5,V28
V6,V28
V12,V29
V15,V29
V1,V30
V4,V30
V22,V30
V26,V31
V12,V31
V6,V31
V0,V32
V4,V32
V15,V32
V16,V32
V19,V32
V16,V33
V2,V33
V20,V33
V17,V34
V29,V35
V21,V35
V33,V36
V3,V36
V12,V36
V22,V36
V26,V36
V2,V37
V27,V37
V9,V38
V7,V38
V24,V39
V35,V39
V7,V39
V8,V40
V4,V40
V27,V41
V16,V42
V22,V42
V19,V43
V8,V44
V0,V44
V6,V44
V23,V45
V40,V46
V35,V46
V23,V46
V24,V47
V33,V47
V26,V47
V29,V47
V8,V48
V9,V48
V27,V48
V40,V49
V24,V49
V1,V49
V47,V49
V0,V50
V28,V50
V46,V50
V17,V51
V19,V51
V18,V52
V18,V53
V17,V54
V50,V54
V44,V54
V3,V55
V21,V55
V35,V56
V47,V56
V52,V56
V29,V56
V30,V56
V32,V57
V37,V57
V44,V57
V45,V57
V9,V58
V36,V58
V14,V58
V17,V58
V11,V59
V13,V59
V14,V59
V48,V59
V52,V59
V32,V60
V26,V60
V42,V60
V44,V60
V1,V61
V37,V61
V45,V61
V6,V61
V4,V62
V51,V63
V24,V64
V54,V64
V42,V65
V18,V65
V51,V65
V21,V65
V61,V65
V59,V66
V63,V66
V34,V67
V6,V67
V23,V67
V56,V68
V44,V68
V55,V68
V29,V69
V25,V70
V43,V70
V9,V70
V7,V70
V65,V71
V2,V71
V11,V71
V57,V71
V26,V71
V54,V72
V67,V72
V44,V72
V46,V72
V54,V73
V39,V73
V65,V74
V3,V74
V20,V74
V55,V74
V35,V75
V4,V75
V30,V75
V63,V75
V25,V76
V41,V76
V4,V77
V13,V77
V19,V77
V22,V77
V31,V77
V56,V78
V51,V78
V65,V79
V66,V79
V11,V79
V52,V79
V10,V80
V65,V81
V66,V81
V74,V81
V6,V81
V35,V82
V34,V82
V26,V82
V38,V82
V60,V83
V20,V83
V55,V83
V24,V84
V16,V85
V1,V85
V40,V85
V76,V85
V66,V86
V41,V86
V80,V86
V18,V86
V60,V86
V56,V87
V58,V87
V2,V88
V83,V88
V84,V88
V61,V88
V71,V89
V8,V90
V15,V91
V86,V91
V22,V91
V59,V91
V60,V91
V41,V92
V19,V92
V88,V92
V28,V92
V62,V92
V3,V93
V37,V93
V71,V93
V78,V93
V54,V93
V26,V94
V84,V94
V76,V95
V82,V96
V28,V96
V77,V96
V61,V96
V81,V97
V90,V97
V45,V97
V26,V98
V35,V98
V15,V98
V32,V99
V8,V99
V11,V99
V17,V99
V31,V99
