Cause,Effect
V0,V4
V1,V4
V2,V4
V0,V5
V1,V5
V1,V6
V3,V7
V5,V7
V0,V8
V1,V8
V2,V8
V3,V8
V4,V8
V0,V9
V1,V9
V3,V9
V4,V9
V0,V10
V2,V10
V0,V11
V3,V11
V4,V11
V6,V11
V1,V12
V4,V12
V9,V12
V8,V13
V1,V13
V0,V14
V2,V14
V5,V14
V6,V14
V8,V15
V9,V15
V9,V16
V11,V16
V0,V17
V5,V17
V11,V17
V13,V17
V9,V18
V2,V18
V5,V18
V0,V19
V2,V19
V3,V19
V5,V19
V7,V19
V2,V20
V1,V21
V10,V21
V15,V21
V16,V22
V3,V22
V14,V22
V18,V23
V19,V23
V13,V24
V10,V25
V3,V25
V5,V25
V9,V26
V12,V26
V14,V26
V17,V26
V0,V27
V9,V27
V14,V27
V6,V27
V26,V28
V10,V28
V4,V28
V22,V28
V2,V29
V16,V30
V4,V30
V2,V31
V11,V31
V12,V31
V26,V32
V20,V32
V21,V32
V26,V33
V28,V33
V29,V33
V24,V34
V6,V34
V23,V34
V9,V35
V20,V35
V13,V35
V17,V35
V21,V36
V30,V36
V6,V37
V19,V38
V32,V39
V10,V40
V19,V40
V5,V40
V9,V41
V34,V41
V30,V41
V9,V42
V19,V43
V21,V43
V30,V43
V31,V43
V36,V44
V4,V44
V8,V44
V24,V44
V31,V44
V25,V45
V34,V45
V13,V45
V22,V45
V8,V46
V11,V46
V44,V46
V13,V46
V2,V47
V42,V47
V39,V47
V1,V48
V34,V48
V3,V49
V5,V49
V44,V49
V14,V49
V16,V49
V1,V50
V12,V51
V44,V51
V47,V51
V26,V51
V29,V51
V34,V52
V31,V52
V38,V52
V14,V52
V36,V53
V23,V53
V21,V54
V36,V55
V29,V55
V48,V56
V44,V57
V4,V57
V36,V57
V28,V58
V48,V59
V37,V59
V17,V60
V2,V60
V6,V61
V9,V61
V11,V61
V13,V61
V49,V61
V0,V62
V5,V62
V13,V62
V22,V62
V42,V63
V44,V64
V12,V65
V13,V65
V22,V65
V7,V65
V42,V66
V60,V66
V45,V66
V0,V67
V10,V67
V44,V67
V4,V67
V56,V68
V33,V68
V20,V68
V29,V69
V22,V69
V8,V70
V25,V70
V36,V70
V18,V71
V31,V71
V14,V72
V47,V72
V19,V73
V68,V73
V17,V74
V21,V74
V64,V75
V66,V75
V34,V75
V6,V75
V9,V75
V33,V76
V17,V76
V13,V77
V40,V78
V18,V78
V21,V78
V24,V78
V59,V78
V21,V79
V62,V79
V73,V80
V43,V80
V27,V80
V49,V81
V29,V81
V69,V81
V33,V81
V45,V82
V69,V82
V41,V83
V66,V84
V38,V84
V63,V84
V28,V85
V61,V85
V60,V85
V0,V86
V44,V86
V2,V87
V66,V87
V8,V87
V11,V87
V57,V87
V5,V88
V70,V88
V38,V88
V79,V88
V18,V88
V8,V89
V26,V90
V53,V90
V74,V90
V79,V90
V64,V91
V25,V91
V11,V91
V69,V91
V50,V92
V75,V92
V61,V92
V61,V93
V0,V94
V34,V94
V66,V94
V10,V94
V86,V94
V90,V95
V74,V95
V77,V95
V65,V96
V62,V96
V1,V97
V43,V97
V84,V97
V7,V97
V0,V98
V76,V98
V31,V98
V72,V99
V67,V99
