Cause,Effect
V1,V8
V6,V9
V1,V10
V3,V10
V3,V11
V6,V11
V0,V12
V1,V12
V4,V12
V6,V12
V0,V13
V1,V13
V2,V13
V3,V13
V2,V14
V6,V14
V2,V15
V6,V15
V2,V16
V3,V16
V4,V16
V3,V17
V5,V17
V0,V18
V2,V18
V5,V18
V6,V18
V9,V19
V6,V19
V13,V20
V2,V21
V7,V21
V8,V21
V12,V21
V14,V21
V2,V22
V10,V23
V14,V23
V6,V23
V14,V24
V9,V25
V12,V25
V5,V25
V23,V25
V8,V26
V17,V26
V16,V26
V1,V27
V3,V27
V4,V27
V15,V27
V25,V28
V1,V28
V7,V29
V8,V29
V11,V29
V13,V29
V26,V29
V0,V30
V17,V31
V12,V31
V11,V32
V8,V33
V18,V33
V31,V33
V1,V34
V28,V34
V6,V34
V1,V35
V29,V35
V17,V35
V2,V36
V22,V36
V33,V37
V10,V37
V2,V37
V12,V37
V6,V38
V22,V38
V27,V38
V29,V38
V31,V38
V16,V39
V35,V39
V20,V40
V37,V40
V36,V40
V29,V40
V32,V41
V17,V41
V10,V41
V37,V41
V0,V42
V26,V42
V15,V42
V15,V43
V32,V44
V38,V44
V39,V44
V17,V44
V31,V44
V25,V45
V19,V46
V36,V46
V23,V46
V44,V47
V11,V48
V39,V48
V11,V49
V14,V49
V6,V49
V16,V50
V1,V50
V11,V50
V3,V50
V26,V51
V24,V52
V34,V52
V19,V52
V4,V52
V8,V53
V28,V53
V40,V54
V24,V54
V42,V54
V32,V55
V41,V55
V12,V55
V8,V55
V42,V56
V28,V56
V39,V56
V31,V56
V20,V57
V4,V57
V2,V58
V13,V58
V54,V58
V23,V58
V13,V59
V0,V60
V43,V60
V29,V60
V39,V61
V7,V61
V10,V61
V11,V61
V51,V61
V25,V62
V27,V62
V17,V62
V33,V63
V35,V64
V5,V65
V9,V65
V52,V65
V27,V65
V28,V65
V8,V66
V17,V66
V18,V66
V57,V66
V59,V66
V44,V67
V61,V67
V62,V67
V47,V67
V19,V68
V38,V68
V16,V69
V22,V69
V44,V70
V28,V70
V62,V70
V63,V70
V30,V71
V32,V72
V41,V72
V19,V72
V25,V72
V31,V72
V7,V73
V8,V73
V51,V73
V56,V73
V26,V73
V54,V74
V32,V75
V19,V75
V15,V75
V64,V76
V72,V76
V9,V76
V47,V76
V58,V76
V10,V77
V29,V77
V58,V78
V21,V78
V38,V78
V64,V79
V13,V79
V57,V80
V16,V81
V33,V81
V43,V81
V40,V82
V41,V82
V26,V82
V0,V83
V75,V83
V51,V83
V50,V84
V20,V84
V66,V85
V74,V85
V55,V85
V25,V85
V29,V85
V1,V86
V17,V86
V43,V87
V75,V87
V35,V87
V69,V87
V3,V88
V78,V88
V43,V89
V26,V90
V83,V90
V21,V90
V83,V91
V32,V92
V66,V92
V35,V92
V36,V92
V48,V92
V3,V93
V1,V94
V77,V94
V16,V94
V89,V94
V29,V94
V80,V95
V26,V95
V66,V95
V73,V96
V12,V96
V94,V96
V30,V96
V44,V97
V39,V97
V89,V98
V65,V98
V35,V98
V63,V98
V40,V99
V69,V99
