Cause,Effect
V0,V5
V0,V18
V0,V23
V0,V55
V1,V12
V2,V35
V2,V38
V2,V49
V3,V32
V4,V22
V4,V51
V4,V70
V5,V45
V5,V85
V6,V54
V6,V56
V6,V65
V6,V71
V6,V88
V7,V4
V7,V95
V8,V39
V8,V65
V8,V67
V8,V94
V9,V58
V9,V67
V9,V77
V10,V14
V10,V27
V10,V38
V10,V46
V11,V34
V12,V90
V13,V20
V13,V39
V13,V78
V14,V33
V14,V39
V14,V72
V14,V79
V14,V85
V14,V88
V16,V93
V17,V42
V17,V77
V19,V2
V19,V24
V19,V58
V19,V60
V19,V78
V19,V87
V20,V10
V20,V52
V20,V83
V21,V17
V21,V25
V21,V94
V22,V95
V24,V18
V25,V13
V25,V54
V25,V56
V26,V14
V26,V48
V26,V57
V28,V33
V28,V36
V28,V45
V30,V15
V30,V77
V31,V7
V31,V39
V31,V71
V31,V79
V32,V72
V33,V41
V33,V63
V33,V66
V33,V79
V34,V70
V34,V83
V34,V92
V35,V52
V35,V88
V38,V18
V39,V4
V39,V34
V39,V83
V40,V74
V41,V13
V41,V45
V42,V22
V42,V25
V42,V48
V42,V76
V43,V14
V43,V38
V43,V67
V43,V95
V44,V2
V44,V18
V44,V22
V44,V35
V44,V43
V44,V95
V45,V43
V45,V92
V46,V10
V46,V76
V47,V17
V47,V18
V47,V66
V48,V6
V48,V33
V48,V92
V49,V20
V49,V71
V50,V7
V50,V23
V50,V54
V50,V91
V51,V35
V51,V48
V51,V50
V51,V80
V52,V58
V52,V76
V52,V94
V53,V10
V53,V24
V55,V37
V55,V40
V55,V60
V56,V57
V56,V81
V57,V7
V57,V52
V57,V53
V57,V55
V57,V89
V58,V63
V58,V81
V59,V27
V60,V6
V60,V57
V60,V66
V60,V83
V61,V5
V61,V37
V61,V92
V62,V50
V62,V69
V63,V53
V64,V20
V64,V30
V64,V77
V64,V84
V65,V13
V65,V89
V66,V25
V66,V42
V66,V76
V67,V7
V68,V35
V68,V84
V69,V7
V69,V54
V69,V59
V70,V60
V70,V68
V70,V90
V70,V98
V71,V35
V71,V65
V71,V69
V71,V78
V71,V89
V71,V96
V72,V24
V72,V89
V72,V94
V73,V46
V73,V69
V74,V55
V74,V72
V75,V42
V75,V56
V75,V62
V75,V64
V75,V94
V76,V20
V76,V74
V77,V5
V77,V36
V78,V37
V78,V63
V78,V89
V79,V57
V79,V66
V79,V91
V80,V65
V80,V67
V81,V4
V81,V70
V83,V9
V83,V69
V83,V96
V84,V10
V84,V44
V84,V98
V84,V99
V85,V59
V85,V79
V85,V81
V87,V13
V87,V53
V87,V76
V89,V71
V90,V33
V90,V39
V90,V49
V90,V53
V91,V33
V91,V71
V91,V78
V92,V17
V93,V36
V93,V46
V93,V53
V93,V63
V94,V49
V95,V46
V96,V22
V96,V57
V96,V85
V96,V91
V97,V38
V98,V14
V98,V55
V98,V60
V98,V63
V98,V88
V99,V2
V99,V13
V99,V44
