Cause,Effect
V0,V8
V0,V23
V0,V89
V1,V59
V2,V28
V2,V36
V3,V22
V4,V16
V4,V59
V4,V77
V4,V78
V5,V33
V5,V47
V6,V37
V6,V41
V6,V97
V7,V92
V8,V85
V8,V87
V9,V86
V10,V60
V10,V92
V11,V0
V11,V62
V13,V19
V13,V33
V14,V13
V14,V15
V14,V20
V14,V55
V16,V55
V16,V70
V17,V14
V17,V41
V18,V40
V18,V87
V19,V11
V19,V23
V19,V33
V20,V62
V22,V35
V22,V46
V22,V63
V22,V81
V23,V0
V23,V13
V23,V14
V23,V72
V24,V8
V24,V36
V24,V46
V24,V50
V24,V59
V24,V99
V25,V92
V26,V0
V27,V8
V28,V48
V28,V68
V29,V43
V29,V68
V30,V22
V30,V72
V30,V94
V30,V97
V31,V6
V31,V20
V31,V79
V32,V69
V33,V65
V34,V32
V34,V40
V35,V77
V36,V54
V36,V61
V36,V65
V37,V64
V38,V6
V38,V36
V38,V62
V39,V35
V39,V58
V39,V91
V40,V3
V40,V28
V40,V51
V40,V60
V41,V10
V41,V59
V43,V49
V44,V9
V44,V26
V44,V31
V45,V59
V46,V3
V46,V53
V47,V1
V47,V6
V48,V60
V48,V64
V48,V94
V49,V20
V49,V30
V50,V70
V51,V6
V51,V23
V51,V83
V51,V91
V52,V57
V52,V81
V52,V90
V52,V99
V53,V10
V53,V11
V53,V13
V53,V15
V53,V23
V53,V63
V54,V32
V54,V60
V55,V62
V55,V65
V56,V11
V56,V30
V56,V47
V56,V87
V57,V38
V59,V39
V59,V40
V59,V54
V59,V55
V59,V86
V60,V88
V61,V30
V61,V64
V62,V25
V62,V46
V63,V70
V63,V88
V64,V17
V64,V28
V64,V31
V65,V35
V65,V43
V65,V64
V66,V9
V66,V74
V66,V75
V66,V81
V67,V74
V67,V91
V68,V9
V68,V20
V69,V22
V69,V36
V69,V68
V69,V75
V69,V86
V71,V35
V71,V47
V73,V11
V73,V77
V73,V81
V73,V83
V74,V34
V74,V41
V74,V61
V74,V70
V74,V88
V74,V97
V75,V92
V77,V22
V77,V25
V77,V45
V77,V73
V78,V64
V78,V91
V79,V0
V79,V8
V79,V63
V80,V10
V80,V38
V81,V0
V81,V10
V81,V43
V81,V44
V81,V93
V82,V72
V83,V40
V83,V63
V84,V44
V84,V61
V84,V62
V85,V6
V85,V23
V85,V30
V85,V61
V85,V88
V86,V17
V86,V30
V88,V80
V89,V10
V89,V75
V89,V93
V90,V44
V90,V99
V91,V51
V91,V83
V92,V44
V92,V51
V92,V79
V92,V97
V93,V2
V93,V89
V94,V57
V94,V70
V95,V41
V95,V54
V95,V90
V95,V94
V96,V17
V97,V11
V98,V32
V98,V39
V98,V72
V98,V90
V99,V8
V99,V90
