Cause,Effect
V0,V37
V0,V44
V1,V68
V2,V47
V2,V78
V3,V17
V3,V40
V3,V83
V4,V1
V4,V75
V5,V34
V5,V62
V5,V66
V5,V93
V5,V96
V6,V27
V6,V55
V6,V93
V7,V0
V7,V16
V7,V17
V7,V23
V7,V50
V7,V54
V8,V27
V8,V57
V9,V16
V9,V39
V9,V41
V10,V9
V10,V30
V11,V32
V11,V95
V11,V98
V12,V26
V12,V32
V12,V43
V12,V46
V12,V62
V13,V64
V13,V66
V14,V27
V15,V12
V16,V5
V16,V77
V16,V96
V16,V98
V17,V47
V18,V36
V18,V52
V18,V82
V18,V97
V19,V23
V19,V43
V19,V48
V19,V78
V19,V81
V19,V82
V20,V36
V20,V53
V21,V3
V21,V17
V21,V22
V21,V23
V21,V50
V21,V83
V23,V94
V25,V46
V25,V64
V26,V48
V26,V97
V27,V19
V27,V74
V28,V78
V28,V91
V28,V95
V29,V2
V29,V58
V30,V78
V30,V87
V31,V28
V31,V64
V33,V7
V33,V78
V34,V8
V34,V42
V34,V61
V34,V89
V35,V32
V35,V38
V35,V66
V35,V89
V36,V23
V36,V33
V36,V89
V36,V97
V37,V4
V37,V40
V37,V66
V37,V82
V37,V85
V38,V22
V38,V50
V38,V53
V38,V62
V38,V70
V39,V1
V39,V89
V39,V96
V40,V27
V40,V34
V40,V48
V41,V3
V41,V65
V42,V10
V42,V54
V43,V77
V44,V15
V44,V34
V44,V59
V44,V73
V45,V72
V46,V15
V46,V32
V46,V88
V47,V27
V48,V42
V48,V85
V49,V12
V49,V51
V49,V58
V50,V82
V51,V37
V51,V92
V52,V31
V52,V85
V53,V25
V53,V33
V53,V61
V53,V67
V53,V72
V54,V50
V54,V64
V55,V57
V56,V40
V56,V91
V57,V20
V57,V92
V58,V7
V58,V19
V58,V38
V58,V43
V58,V86
V58,V91
V59,V67
V60,V28
V60,V41
V61,V7
V61,V49
V61,V75
V62,V53
V63,V7
V63,V41
V63,V69
V63,V71
V63,V84
V63,V94
V63,V95
V64,V77
V64,V80
V64,V89
V65,V42
V65,V87
V66,V1
V66,V29
V66,V65
V66,V86
V66,V99
V67,V53
V67,V71
V67,V75
V67,V80
V68,V12
V68,V16
V68,V43
V68,V81
V68,V92
V69,V3
V69,V68
V69,V71
V69,V76
V70,V68
V71,V19
V71,V22
V71,V34
V72,V1
V72,V9
V72,V22
V72,V34
V72,V68
V73,V13
V73,V47
V73,V48
V74,V26
V75,V41
V75,V79
V76,V39
V76,V57
V77,V29
V78,V94
V79,V36
V79,V72
V80,V39
V80,V77
V80,V95
V81,V9
V81,V30
V81,V87
V81,V99
V82,V26
V82,V36
V83,V13
V83,V18
V83,V33
V83,V61
V83,V67
V84,V40
V84,V47
V84,V61
V84,V68
V85,V31
V85,V39
V85,V64
V85,V83
V85,V94
V86,V18
V87,V73
V87,V85
V88,V16
V88,V21
V88,V50
V88,V77
V88,V95
V89,V46
V91,V3
V92,V26
V92,V45
V94,V32
V95,V75
V96,V15
V96,V16
V96,V35
V96,V82
V96,V98
V97,V8
V97,V26
V97,V70
V97,V81
V97,V98
V98,V5
V98,V80
V99,V17
V99,V80
