Cause,Effect
V0,V16
V1,V88
V1,V90
V2,V27
V2,V80
V3,V60
V4,V47
V4,V98
V5,V2
V5,V18
V5,V47
V5,V61
V5,V78
V6,V35
V6,V96
V7,V5
V7,V20
V7,V26
V8,V17
V8,V21
V8,V30
V8,V77
V9,V11
V9,V86
V10,V7
V10,V68
V10,V73
V10,V90
V11,V4
V11,V8
V11,V49
V11,V95
V12,V4
V12,V16
V12,V42
V12,V77
V13,V2
V13,V60
V13,V71
V13,V90
V14,V3
V14,V78
V15,V38
V15,V53
V16,V51
V16,V62
V16,V94
V17,V2
V17,V45
V17,V59
V17,V89
V18,V29
V19,V32
V19,V40
V20,V35
V20,V72
V20,V79
V21,V7
V21,V76
V22,V38
V23,V0
V23,V6
V23,V20
V23,V36
V23,V53
V23,V73
V23,V77
V23,V80
V23,V87
V24,V76
V26,V92
V27,V38
V27,V78
V27,V88
V28,V62
V29,V24
V29,V25
V29,V65
V30,V5
V30,V31
V30,V56
V30,V92
V31,V25
V31,V58
V31,V65
V32,V10
V32,V11
V32,V43
V33,V5
V33,V58
V34,V44
V34,V70
V34,V94
V35,V7
V35,V43
V36,V64
V37,V36
V37,V81
V37,V90
V38,V1
V38,V28
V38,V51
V38,V57
V39,V8
V39,V65
V40,V89
V41,V20
V41,V25
V41,V28
V41,V99
V42,V87
V43,V0
V43,V30
V43,V31
V43,V78
V43,V92
V44,V6
V44,V59
V44,V60
V45,V15
V45,V37
V45,V48
V45,V59
V45,V65
V47,V46
V47,V84
V47,V87
V47,V95
V48,V22
V49,V7
V49,V8
V49,V25
V49,V58
V50,V46
V50,V96
V51,V10
V51,V20
V52,V6
V52,V91
V53,V42
V53,V89
V54,V24
V55,V3
V55,V33
V55,V59
V55,V67
V56,V47
V56,V70
V57,V17
V57,V73
V59,V18
V59,V34
V60,V8
V60,V68
V61,V45
V62,V17
V62,V38
V62,V60
V62,V64
V62,V91
V63,V12
V63,V25
V63,V30
V63,V45
V63,V56
V63,V64
V63,V97
V64,V63
V64,V91
V65,V11
V65,V88
V66,V33
V66,V80
V67,V53
V67,V56
V67,V81
V68,V2
V68,V27
V68,V56
V68,V63
V68,V88
V68,V91
V69,V32
V69,V64
V69,V77
V69,V86
V70,V2
V70,V36
V70,V47
V71,V5
V72,V6
V72,V57
V72,V94
V73,V30
V74,V40
V74,V97
V75,V15
V75,V36
V75,V89
V75,V98
V76,V45
V77,V11
V77,V21
V77,V53
V77,V70
V78,V7
V78,V21
V79,V28
V79,V43
V80,V76
V80,V86
V80,V91
V81,V10
V81,V99
V82,V81
V84,V15
V84,V17
V84,V21
V84,V51
V84,V81
V85,V18
V85,V71
V86,V24
V86,V27
V86,V50
V86,V85
V86,V89
V87,V33
V88,V8
V88,V32
V88,V36
V89,V18
V89,V58
V89,V96
V90,V35
V90,V43
V90,V64
V91,V18
V91,V44
V91,V50
V92,V4
V92,V10
V92,V76
V93,V28
V93,V53
V94,V5
V94,V32
V94,V43
V94,V68
V95,V20
V95,V45
V95,V83
V96,V99
V97,V79
V97,V88
V97,V90
V98,V24
V99,V1
V99,V38
V99,V81
