Cause,Effect
V1,V46
V1,V96
V2,V26
V2,V48
V3,V28
V3,V49
V4,V31
V4,V55
V4,V57
V4,V66
V4,V68
V5,V94
V6,V11
V7,V9
V7,V57
V7,V58
V7,V65
V7,V82
V8,V2
V9,V87
V10,V19
V10,V24
V10,V25
V10,V33
V11,V38
V11,V62
V11,V81
V11,V86
V12,V25
V12,V49
V13,V11
V13,V26
V14,V1
V14,V17
V14,V35
V14,V57
V14,V58
V15,V43
V15,V90
V15,V94
V15,V98
V16,V24
V17,V22
V17,V94
V18,V49
V18,V79
V19,V6
V19,V20
V19,V81
V20,V57
V20,V81
V20,V87
V21,V22
V21,V23
V21,V30
V21,V90
V22,V74
V23,V24
V23,V29
V24,V54
V25,V49
V26,V22
V26,V95
V27,V32
V27,V41
V28,V56
V29,V27
V29,V56
V29,V88
V29,V96
V30,V26
V30,V41
V30,V89
V30,V94
V31,V6
V31,V35
V31,V41
V31,V63
V31,V64
V31,V84
V31,V90
V33,V18
V33,V53
V33,V84
V34,V56
V34,V60
V34,V82
V35,V8
V35,V9
V35,V23
V35,V72
V35,V82
V36,V85
V37,V41
V37,V46
V37,V47
V38,V70
V39,V2
V39,V57
V39,V68
V40,V1
V40,V16
V40,V19
V40,V86
V40,V92
V41,V25
V41,V85
V42,V6
V42,V18
V42,V43
V42,V66
V44,V20
V44,V33
V44,V48
V44,V82
V44,V89
V44,V98
V46,V16
V46,V39
V47,V54
V48,V31
V48,V43
V49,V2
V49,V74
V49,V91
V50,V82
V50,V95
V51,V69
V51,V70
V51,V83
V51,V84
V52,V21
V53,V96
V54,V77
V55,V23
V55,V27
V55,V50
V55,V98
V56,V68
V56,V70
V56,V78
V57,V16
V57,V31
V57,V71
V58,V44
V58,V54
V58,V78
V59,V22
V59,V33
V60,V59
V61,V52
V62,V63
V62,V81
V62,V86
V63,V7
V63,V22
V64,V53
V64,V80
V65,V13
V65,V36
V66,V93
V67,V42
V67,V44
V69,V17
V70,V46
V70,V50
V70,V83
V70,V96
V71,V65
V72,V9
V72,V27
V72,V59
V72,V95
V72,V99
V74,V2
V74,V72
V75,V1
V75,V8
V75,V16
V75,V44
V75,V84
V76,V2
V76,V25
V76,V29
V76,V54
V76,V78
V76,V95
V77,V46
V77,V59
V77,V85
V78,V24
V78,V26
V78,V50
V78,V65
V78,V99
V79,V50
V79,V78
V79,V94
V79,V95
V80,V27
V80,V32
V80,V59
V81,V10
V81,V26
V81,V35
V81,V63
V81,V84
V81,V96
V82,V63
V82,V98
V83,V9
V83,V63
V83,V69
V84,V64
V85,V36
V85,V53
V85,V76
V85,V78
V86,V49
V86,V55
V86,V87
V88,V6
V88,V54
V89,V8
V89,V9
V89,V71
V91,V0
V91,V35
V91,V44
V92,V18
V92,V98
V93,V36
V94,V16
V94,V55
V95,V62
V95,V66
V95,V76
V96,V43
V97,V41
V97,V46
V97,V89
V98,V0
V99,V34
V99,V73
V99,V79
