Cause,Effect
V0,V48
V0,V50
V0,V60
V1,V25
V1,V49
V1,V52
V1,V56
V2,V7
V3,V2
V3,V39
V3,V40
V3,V69
V4,V61
V4,V62
V4,V65
V4,V96
V5,V19
V6,V21
V6,V68
V6,V75
V6,V90
V7,V69
V7,V73
V7,V95
V8,V31
V8,V33
V8,V84
V9,V23
V9,V79
V9,V81
V9,V88
V10,V0
V10,V86
V11,V72
V11,V77
V12,V0
V12,V8
V13,V44
V13,V90
V14,V81
V15,V25
V16,V6
V16,V37
V16,V52
V16,V71
V17,V24
V17,V25
V17,V33
V17,V49
V17,V66
V17,V94
V18,V39
V18,V62
V19,V3
V19,V36
V19,V75
V20,V97
V21,V24
V21,V41
V21,V54
V21,V60
V21,V89
V21,V92
V22,V56
V23,V48
V23,V49
V23,V53
V23,V61
V23,V73
V23,V95
V27,V41
V27,V67
V27,V75
V27,V76
V28,V2
V28,V86
V29,V21
V29,V41
V29,V71
V29,V78
V30,V1
V30,V69
V30,V81
V31,V1
V31,V22
V31,V54
V31,V60
V31,V89
V33,V25
V33,V30
V33,V53
V34,V22
V34,V91
V35,V4
V36,V37
V37,V13
V38,V66
V38,V85
V39,V50
V39,V55
V39,V95
V41,V16
V42,V53
V44,V82
V45,V2
V45,V7
V45,V23
V45,V60
V46,V14
V46,V21
V46,V35
V46,V65
V47,V7
V47,V42
V47,V61
V47,V77
V47,V78
V47,V81
V47,V90
V47,V91
V48,V5
V48,V31
V49,V73
V49,V76
V50,V34
V50,V62
V50,V64
V50,V96
V51,V3
V51,V5
V51,V24
V51,V28
V51,V57
V52,V9
V52,V20
V52,V50
V52,V78
V52,V90
V53,V40
V53,V56
V54,V3
V54,V60
V54,V84
V55,V39
V56,V9
V56,V37
V56,V72
V56,V91
V57,V15
V57,V88
V58,V4
V58,V8
V58,V57
V58,V61
V59,V47
V59,V95
V60,V9
V61,V16
V61,V34
V62,V16
V62,V98
V63,V20
V64,V66
V65,V5
V65,V6
V66,V3
V66,V72
V66,V78
V67,V39
V67,V44
V67,V68
V67,V88
V68,V24
V68,V42
V68,V75
V69,V32
V70,V35
V70,V48
V70,V66
V70,V82
V70,V91
V71,V88
V71,V94
V72,V1
V72,V16
V72,V29
V72,V46
V72,V51
V73,V41
V73,V61
V73,V75
V74,V4
V74,V9
V74,V63
V75,V8
V75,V16
V76,V5
V76,V22
V76,V24
V76,V31
V76,V67
V76,V72
V77,V47
V77,V54
V77,V85
V78,V7
V78,V56
V78,V71
V79,V17
V79,V25
V79,V49
V79,V67
V79,V91
V80,V30
V80,V96
V81,V5
V81,V28
V81,V32
V81,V94
V82,V32
V82,V33
V82,V68
V83,V1
V83,V49
V83,V88
V84,V51
V84,V89
V85,V65
V85,V94
V86,V40
V87,V9
V87,V27
V88,V7
V88,V79
V89,V41
V89,V62
V89,V69
V90,V56
V90,V64
V90,V76
V91,V15
V91,V69
V92,V43
V92,V48
V92,V98
V94,V51
V94,V63
V95,V42
V95,V77
V95,V94
V96,V45
V96,V78
V97,V3
V97,V42
V97,V63
V98,V8
V99,V31
V99,V53
V99,V63
