Cause,Effect
V0,V65
V1,V28
V1,V99
V2,V17
V2,V55
V2,V77
V2,V92
V3,V5
V3,V66
V3,V67
V3,V97
V4,V34
V4,V36
V4,V85
V5,V43
V5,V53
V5,V55
V6,V63
V6,V84
V7,V66
V9,V3
V10,V23
V10,V40
V10,V54
V10,V81
V10,V96
V11,V46
V11,V58
V11,V89
V12,V18
V12,V76
V13,V3
V13,V9
V13,V42
V14,V9
V14,V10
V14,V35
V14,V53
V14,V65
V15,V31
V15,V56
V15,V70
V16,V60
V16,V95
V18,V26
V18,V56
V19,V29
V19,V30
V19,V38
V19,V51
V20,V7
V20,V32
V20,V74
V21,V7
V21,V8
V21,V50
V23,V84
V24,V18
V24,V41
V25,V50
V25,V70
V25,V92
V26,V8
V26,V31
V27,V6
V27,V41
V27,V60
V27,V84
V28,V12
V28,V14
V28,V32
V28,V48
V28,V68
V29,V7
V29,V42
V29,V55
V29,V79
V30,V2
V30,V6
V30,V86
V31,V1
V31,V32
V31,V61
V32,V11
V33,V47
V33,V53
V35,V78
V37,V14
V37,V32
V37,V39
V38,V23
V38,V87
V38,V89
V39,V19
V39,V42
V39,V55
V41,V37
V42,V0
V42,V59
V42,V70
V42,V83
V42,V96
V43,V50
V44,V17
V44,V38
V45,V17
V45,V79
V46,V4
V46,V5
V46,V14
V46,V23
V46,V43
V46,V58
V46,V60
V47,V36
V48,V29
V49,V48
V49,V89
V50,V31
V51,V37
V52,V22
V52,V44
V52,V83
V53,V1
V53,V12
V54,V67
V55,V40
V56,V7
V56,V15
V56,V46
V57,V61
V58,V0
V58,V39
V58,V47
V58,V97
V59,V74
V60,V8
V60,V47
V60,V94
V63,V22
V63,V51
V63,V81
V63,V88
V64,V11
V64,V23
V64,V40
V64,V48
V64,V70
V65,V40
V65,V59
V65,V75
V65,V83
V66,V34
V66,V84
V67,V42
V68,V34
V69,V6
V69,V15
V70,V96
V71,V12
V71,V37
V72,V50
V72,V93
V73,V0
V73,V10
V73,V23
V73,V77
V74,V24
V74,V29
V74,V58
V74,V76
V74,V95
V75,V17
V75,V77
V76,V51
V77,V68
V77,V85
V79,V43
V79,V62
V79,V71
V79,V84
V80,V12
V80,V30
V80,V42
V80,V65
V80,V68
V80,V83
V81,V3
V81,V22
V81,V41
V81,V93
V82,V0
V82,V49
V83,V8
V83,V47
V83,V49
V83,V65
V83,V89
V84,V57
V85,V1
V85,V32
V85,V79
V86,V15
V86,V38
V86,V40
V87,V15
V87,V41
V87,V97
V88,V50
V88,V76
V90,V5
V90,V34
V90,V68
V91,V7
V91,V17
V91,V30
V91,V36
V91,V45
V92,V31
V92,V36
V92,V97
V94,V37
V94,V51
V95,V11
V95,V29
V95,V54
V96,V0
V96,V60
V97,V37
V97,V41
V97,V65
V97,V85
V98,V5
V98,V9
V98,V14
V98,V55
V99,V36
V99,V61
V99,V74
V99,V76
