Cause,Effect
V3,V7
V1,V8
V2,V8
V4,V8
V0,V9
V1,V9
V3,V9
V5,V9
V8,V10
V1,V10
V6,V10
V0,V11
V8,V11
V5,V11
V6,V11
V2,V12
V4,V12
V6,V12
V9,V13
V5,V13
V8,V14
V1,V14
V11,V14
V5,V14
V1,V15
V1,V16
V2,V16
V11,V16
V0,V17
V1,V17
V12,V17
V14,V17
V9,V18
V11,V18
V13,V18
V7,V18
V16,V19
V10,V19
V6,V19
V4,V20
V16,V21
V11,V22
V15,V22
V1,V23
V5,V23
V16,V24
V17,V24
V3,V25
V5,V25
V10,V26
V0,V27
V10,V27
V9,V28
V8,V29
V17,V29
V9,V30
V4,V30
V7,V30
V27,V31
V21,V31
V7,V32
V22,V32
V24,V32
V25,V32
V26,V32
V0,V33
V10,V33
V11,V33
V19,V33
V23,V33
V7,V34
V18,V34
V23,V34
V27,V34
V31,V34
V24,V35
V17,V35
V11,V36
V0,V37
V17,V37
V0,V38
V17,V38
V14,V38
V31,V38
V4,V39
V21,V39
V6,V39
V15,V40
V1,V41
V27,V41
V4,V42
V20,V42
V23,V42
V25,V42
V27,V42
V25,V43
V12,V43
V14,V43
V15,V43
V34,V44
V12,V44
V14,V44
V22,V44
V24,V44
V24,V45
V16,V45
V3,V45
V36,V45
V37,V46
V36,V47
V15,V47
V24,V48
V1,V49
V30,V49
V15,V49
V35,V50
V10,V50
V11,V50
V19,V50
V30,V50
V0,V51
V41,V51
V46,V51
V18,V52
V19,V52
V38,V52
V8,V53
V27,V53
V44,V53
V33,V54
V45,V54
V41,V54
V27,V55
V37,V55
V30,V55
V3,V56
V43,V57
V28,V57
V30,V57
V39,V57
V21,V58
V0,V59
V26,V59
V43,V59
V24,V60
V38,V60
V9,V61
V45,V61
V46,V61
V23,V61
V40,V62
V57,V62
V42,V62
V20,V62
V48,V63
V50,V64
V28,V64
V0,V65
V35,V65
V47,V65
V7,V65
V25,V66
V33,V66
V33,V67
V35,V67
V60,V67
V47,V67
V0,V68
V3,V68
V51,V68
V64,V68
V57,V69
V28,V69
V52,V69
V32,V70
V36,V70
V18,V70
V58,V70
V63,V70
V11,V71
V60,V71
V7,V71
V3,V72
V37,V72
V41,V72
V46,V72
V60,V72
V38,V73
V9,V73
V11,V73
V20,V73
V53,V73
V31,V74
V3,V75
V42,V75
V58,V75
V60,V75
V30,V75
V0,V76
V54,V76
V39,V76
V64,V77
V5,V77
V41,V77
V13,V77
V48,V77
V2,V78
V2,V79
V18,V79
V60,V79
V22,V80
V56,V81
V16,V81
V52,V82
V41,V83
V68,V84
V28,V85
V62,V85
V40,V86
V65,V86
V18,V86
V1,V87
V2,V87
V35,V87
V66,V87
V21,V87
V7,V88
V13,V88
V53,V88
V58,V88
V31,V88
V45,V89
V77,V89
V11,V90
V36,V90
V48,V91
V27,V91
V11,V91
V35,V91
V32,V92
V60,V92
V15,V92
V24,V93
V44,V93
V0,V94
V33,V94
V35,V95
V75,V96
V48,V97
V65,V97
V34,V97
V76,V97
V88,V98
V10,V98
V91,V98
V60,V99
V6,V99
V23,V99
