Cause,Effect
V4,V8
V5,V8
V6,V8
V1,V9
V4,V9
V5,V9
V1,V10
V2,V10
V6,V10
V0,V11
V4,V11
V5,V11
V0,V12
V1,V12
V2,V12
V3,V12
V6,V13
V0,V14
V0,V15
V1,V15
V2,V15
V4,V15
V8,V15
V12,V16
V7,V16
V6,V17
V3,V18
V12,V18
V13,V18
V2,V19
V11,V19
V4,V19
V6,V19
V1,V20
V1,V21
V4,V21
V8,V21
V10,V21
V14,V21
V0,V22
V5,V22
V11,V22
V15,V22
V17,V22
V19,V23
V18,V23
V10,V23
V10,V24
V3,V24
V21,V24
V2,V25
V4,V25
V5,V25
V15,V25
V20,V25
V8,V26
V17,V26
V19,V26
V24,V27
V12,V27
V13,V27
V22,V27
V5,V28
V6,V28
V7,V28
V9,V28
V14,V28
V0,V29
V13,V29
V17,V29
V21,V29
V23,V29
V25,V30
V2,V30
V4,V30
V20,V30
V9,V31
V14,V31
V25,V31
V7,V31
V1,V32
V23,V32
V16,V33
V23,V33
V10,V34
V9,V35
V22,V35
V25,V36
V26,V36
V23,V36
V33,V37
V17,V37
V15,V37
V8,V38
V16,V39
V8,V40
V21,V40
V30,V40
V15,V40
V1,V41
V37,V41
V14,V41
V31,V41
V2,V42
V4,V42
V29,V42
V22,V42
V1,V43
V13,V43
V39,V43
V7,V43
V8,V44
V36,V44
V6,V44
V9,V45
V35,V45
V6,V45
V41,V45
V0,V46
V5,V46
V41,V46
V43,V46
V27,V46
V1,V47
V42,V47
V15,V47
V26,V48
V2,V48
V29,V48
V1,V49
V15,V49
V25,V49
V9,V49
V40,V50
V33,V50
V19,V50
V24,V50
V34,V51
V3,V51
V11,V51
V27,V51
V28,V51
V0,V52
V49,V52
V2,V52
V14,V52
V33,V53
V18,V53
V51,V53
V37,V53
V1,V54
V51,V54
V20,V54
V28,V54
V4,V55
V37,V56
V52,V57
V37,V57
V16,V58
V18,V58
V37,V58
V25,V59
V46,V60
V25,V60
V22,V60
V33,V60
V19,V61
V3,V61
V44,V61
V43,V62
V59,V63
V47,V63
V51,V64
V28,V64
V39,V64
V15,V64
V49,V65
V21,V65
V3,V66
V4,V66
V46,V66
V53,V66
V57,V66
V48,V67
V24,V67
V18,V68
V38,V68
V64,V69
V59,V69
V37,V70
V32,V71
V6,V71
V41,V72
V18,V73
V10,V73
V35,V74
V10,V75
V3,V75
V15,V75
V71,V75
V42,V76
V11,V76
V1,V77
V27,V77
V58,V78
V35,V78
V54,V78
V1,V79
V29,V79
V23,V79
V51,V80
V75,V80
V61,V80
V68,V81
V57,V82
V79,V82
V72,V83
V64,V83
V14,V83
V0,V84
V9,V84
V69,V84
V25,V85
V74,V85
V42,V86
V28,V86
V22,V86
V34,V87
V18,V87
V37,V87
V59,V88
V37,V88
V74,V89
V46,V89
V49,V89
V85,V89
V57,V89
V79,V90
V34,V91
V36,V92
V13,V92
V16,V92
V52,V92
V55,V92
V82,V93
V78,V93
V18,V94
V36,V95
V63,V95
V14,V95
V47,V95
V24,V96
V40,V97
V44,V97
V22,V97
V33,V98
V47,V98
V19,V99
V69,V99
