Cause,Effect
V1,V4
V2,V4
V0,V5
V1,V5
V2,V5
V0,V6
V1,V6
V2,V6
V1,V7
V2,V7
V0,V8
V2,V8
V3,V9
V4,V9
V6,V9
V2,V10
V5,V10
V7,V10
V3,V11
V7,V12
V0,V13
V0,V14
V2,V14
V11,V15
V12,V15
V5,V16
V0,V17
V8,V17
V2,V17
V6,V17
V2,V18
V12,V18
V8,V19
V9,V19
V10,V19
V1,V19
V8,V20
V4,V21
V7,V22
V7,V23
V8,V23
V9,V23
V11,V23
V15,V23
V12,V24
V14,V24
V4,V25
V22,V26
V15,V26
V13,V27
V22,V27
V2,V28
V15,V28
V0,V29
V18,V29
V15,V29
V0,V30
V8,V30
V18,V30
V23,V30
V10,V31
V13,V31
V9,V32
V10,V32
V19,V32
V7,V32
V18,V33
V11,V33
V0,V34
V24,V34
V19,V34
V7,V34
V10,V35
V18,V35
V28,V35
V5,V35
V0,V36
V9,V36
V33,V36
V16,V37
V9,V37
V21,V37
V32,V38
V32,V39
V30,V39
V6,V39
V16,V40
V36,V40
V23,V40
V35,V41
V12,V42
V40,V43
V27,V43
V10,V44
V18,V44
V33,V45
V35,V45
V29,V45
V41,V46
V26,V46
V7,V46
V24,V47
V41,V47
V4,V47
V0,V47
V4,V48
V38,V48
V11,V48
V13,V48
V23,V48
V42,V49
V45,V49
V47,V49
V2,V50
V36,V50
V6,V50
V12,V50
V20,V50
V4,V51
V47,V51
V31,V51
V17,V52
V26,V52
V14,V52
V9,V53
V28,V54
V12,V54
V13,V54
V24,V55
V35,V56
V15,V56
V42,V57
V38,V58
V15,V58
V0,V59
V48,V60
V44,V60
V31,V60
V46,V61
V8,V62
V25,V62
V51,V62
V28,V63
V15,V63
V38,V63
V31,V63
V34,V64
V42,V64
V31,V64
V34,V65
V63,V65
V49,V66
V44,V66
V53,V66
V17,V67
V7,V68
V25,V68
V26,V68
V29,V68
V30,V68
V34,V69
V8,V69
V12,V69
V51,V69
V25,V69
V1,V70
V9,V70
V15,V70
V50,V70
V23,V70
V51,V71
V21,V71
V32,V72
V67,V72
V46,V72
V55,V72
V62,V72
V65,V73
V51,V73
V33,V73
V20,V74
V60,V74
V43,V75
V3,V75
V4,V75
V46,V75
V24,V76
V41,V76
V66,V76
V34,V76
V72,V77
V64,V78
V37,V78
V26,V79
V42,V80
V62,V81
V24,V82
V1,V82
V67,V82
V44,V82
V34,V83
V12,V83
V78,V83
V60,V83
V61,V83
V82,V84
V45,V84
V43,V85
V54,V85
V55,V85
V35,V86
V77,V86
V45,V86
V51,V87
V71,V87
V55,V87
V52,V88
V62,V89
V32,V90
V37,V90
V14,V90
V79,V90
V19,V90
V4,V91
V36,V91
V41,V91
V19,V91
V61,V91
V49,V92
V87,V92
V56,V93
V53,V93
V64,V94
V10,V94
V77,V94
V69,V95
V88,V96
V52,V96
V24,V97
V84,V97
V77,V97
V45,V98
V95,V98
V1,V99
V60,V99
V93,V99
V87,V99
