Cause,Effect
V1,V8
V4,V8
V5,V8
V4,V9
V1,V10
V3,V10
V4,V10
V5,V10
V0,V11
V2,V11
V3,V11
V5,V11
V0,V12
V1,V12
V6,V12
V1,V13
V5,V13
V0,V14
V1,V14
V2,V14
V3,V14
V5,V14
V0,V15
V1,V15
V5,V15
V6,V15
V5,V16
V14,V16
V6,V16
V0,V17
V6,V17
V12,V18
V10,V19
V3,V19
V7,V19
V3,V20
V5,V20
V5,V21
V7,V21
V8,V22
V6,V22
V18,V23
V3,V23
V1,V24
V2,V24
V13,V24
V17,V24
V0,V25
V16,V25
V2,V25
V13,V25
V23,V26
V20,V26
V14,V26
V7,V26
V8,V27
V17,V27
V19,V28
V3,V28
V12,V28
V21,V28
V4,V29
V20,V29
V22,V29
V7,V29
V12,V30
V26,V31
V28,V32
V8,V33
V9,V33
V11,V34
V19,V34
V21,V34
V28,V34
V31,V34
V1,V35
V2,V35
V20,V35
V10,V36
V4,V36
V4,V37
V31,V37
V12,V38
V5,V38
V31,V38
V3,V39
V4,V40
V4,V41
V33,V42
V21,V42
V26,V43
V12,V43
V15,V43
V23,V43
V37,V44
V29,V45
V14,V45
V43,V46
V18,V47
V10,V48
V43,V48
V30,V48
V9,V49
V34,V49
V4,V50
V42,V50
V15,V50
V48,V50
V20,V50
V40,V51
V1,V51
V2,V51
V14,V51
V19,V52
V6,V52
V49,V53
V18,V53
V7,V53
V32,V54
V41,V54
V2,V54
V12,V54
V33,V55
V38,V55
V31,V55
V42,V56
V18,V56
V21,V56
V6,V56
V9,V57
V14,V57
V47,V57
V12,V58
V2,V59
V35,V59
V30,V59
V39,V59
V8,V60
V36,V60
V50,V61
V12,V62
V4,V63
V6,V63
V9,V63
V12,V63
V24,V63
V10,V64
V11,V64
V1,V65
V47,V65
V25,V66
V10,V66
V45,V66
V57,V67
V28,V67
V9,V67
V7,V67
V22,V68
V25,V69
V31,V69
V23,V69
V40,V70
V61,V70
V62,V70
V42,V71
V58,V71
V48,V72
V1,V72
V12,V72
V68,V73
V36,V73
V16,V73
V21,V73
V24,V73
V64,V74
V29,V74
V46,V74
V55,V74
V42,V75
V39,V75
V70,V76
V42,V76
V11,V76
V47,V76
V27,V76
V49,V77
V16,V78
V25,V78
V19,V78
V1,V79
V67,V79
V67,V80
V5,V80
V74,V80
V57,V80
V28,V80
V2,V81
V71,V81
V55,V81
V10,V82
V51,V82
V44,V82
V71,V82
V74,V83
V11,V83
V33,V84
V3,V84
V19,V85
V71,V86
V0,V87
V42,V87
V75,V87
V20,V87
V34,V88
V20,V88
V76,V88
V29,V88
V7,V89
V40,V89
V49,V89
V86,V89
V28,V89
V8,V90
V57,V90
V61,V90
V58,V91
V42,V91
V29,V91
V78,V91
V35,V92
V60,V92
V7,V92
V15,V93
V45,V94
V38,V94
V47,V94
V76,V95
V15,V95
V66,V96
V4,V96
V38,V96
V82,V96
V53,V96
V2,V97
V66,V97
V69,V97
V11,V97
V93,V97
V83,V98
V7,V98
V64,V99
V2,V99
V13,V99
V58,V99
V94,V99
