Cause,Effect
V2,V8
V6,V8
V6,V9
V0,V10
V3,V10
V4,V10
V6,V10
V8,V11
V1,V11
V3,V11
V7,V11
V9,V12
V4,V12
V8,V13
V1,V13
V3,V13
V0,V13
V3,V14
V4,V14
V5,V14
V8,V14
V9,V14
V10,V15
V4,V15
V0,V16
V2,V16
V11,V16
V13,V16
V2,V17
V3,V17
V5,V17
V9,V17
V11,V17
V12,V18
V4,V19
V5,V19
V8,V19
V12,V19
V16,V19
V0,V20
V1,V20
V12,V20
V7,V20
V1,V21
V6,V21
V3,V22
V12,V22
V5,V22
V7,V22
V16,V23
V14,V23
V1,V24
V21,V24
V15,V24
V19,V25
V4,V25
V5,V25
V14,V25
V1,V26
V4,V26
V7,V26
V9,V27
V15,V27
V1,V28
V3,V28
V10,V28
V11,V28
V17,V28
V14,V29
V25,V30
V3,V30
V23,V30
V16,V31
V18,V31
V4,V32
V6,V32
V14,V32
V17,V32
V24,V32
V1,V33
V13,V33
V18,V33
V25,V33
V26,V33
V16,V34
V22,V34
V32,V35
V2,V35
V28,V35
V15,V35
V18,V36
V19,V36
V21,V36
V15,V36
V0,V37
V8,V38
V28,V38
V18,V39
V28,V39
V5,V39
V32,V40
V0,V40
V31,V40
V6,V41
V4,V42
V36,V42
V7,V42
V12,V42
V23,V42
V32,V43
V0,V43
V36,V43
V39,V43
V13,V43
V32,V44
V9,V44
V23,V44
V34,V45
V19,V45
V28,V45
V36,V46
V5,V46
V39,V46
V12,V46
V28,V46
V2,V47
V44,V47
V14,V47
V30,V48
V42,V49
V21,V49
V34,V50
V15,V50
V46,V50
V39,V50
V22,V51
V40,V52
V10,V52
V35,V52
V36,V52
V1,V53
V13,V53
V46,V54
V52,V55
V11,V56
V49,V56
V10,V56
V19,V56
V48,V57
V40,V57
V32,V57
V50,V58
V16,V59
V34,V60
V43,V60
V52,V60
V54,V60
V22,V60
V16,V61
V26,V61
V19,V61
V47,V61
V4,V62
V55,V62
V46,V62
V15,V62
V1,V63
V12,V63
V18,V63
V54,V63
V28,V63
V48,V64
V19,V64
V45,V64
V39,V64
V32,V65
V34,V65
V29,V65
V32,V66
V49,V66
V56,V66
V20,V66
V48,V67
V49,V67
V2,V67
V37,V67
V11,V68
V60,V68
V61,V68
V32,V69
V33,V69
V1,V69
V57,V70
V34,V70
V10,V70
V55,V70
V37,V71
V44,V71
V23,V71
V29,V71
V63,V71
V32,V72
V2,V72
V50,V72
V49,V73
V34,V73
V11,V73
V1,V74
V35,V75
V32,V76
V53,V76
V56,V77
V50,V78
V43,V79
V4,V80
V11,V80
V47,V80
V22,V80
V63,V80
V66,V81
V36,V81
V53,V81
V48,V82
V69,V82
V15,V82
V27,V83
V11,V83
V52,V83
V13,V83
V66,V84
V10,V84
V25,V84
V31,V84
V63,V84
V32,V85
V34,V85
V74,V85
V19,V85
V53,V85
V33,V86
V76,V86
V17,V86
V23,V86
V24,V86
V67,V87
V68,V87
V33,V88
V20,V88
V45,V88
V46,V88
V8,V89
V81,V89
V40,V90
V51,V90
V31,V90
V64,V91
V59,V91
V56,V92
V66,V93
V37,V93
V70,V93
V64,V94
V20,V94
V13,V94
V54,V94
V72,V95
V49,V95
V18,V95
V65,V95
V10,V96
V93,V96
V12,V97
V36,V97
V0,V98
V64,V98
V67,V98
V72,V98
V83,V98
V29,V99
V82,V99
V37,V99
V39,V99
