Cause,Effect
V0,V6
V1,V6
V3,V6
V4,V6
V4,V7
V2,V8
V4,V8
V1,V9
V3,V9
V2,V10
V4,V10
V3,V11
V1,V12
V4,V13
V0,V14
V9,V14
V10,V14
V11,V14
V8,V15
V9,V15
V10,V15
V2,V15
V0,V16
V10,V16
V11,V17
V12,V18
V2,V19
V4,V19
V6,V19
V12,V19
V15,V19
V0,V20
V7,V20
V8,V20
V12,V20
V15,V20
V0,V21
V2,V21
V3,V21
V4,V21
V11,V21
V1,V22
V9,V22
V10,V22
V11,V22
V15,V22
V16,V23
V18,V23
V20,V23
V6,V23
V11,V24
V6,V24
V0,V25
V1,V25
V20,V25
V5,V25
V16,V26
V6,V26
V4,V27
V25,V28
V24,V29
V2,V29
V12,V29
V17,V30
V2,V30
V10,V31
V15,V31
V2,V32
V10,V32
V14,V32
V19,V32
V28,V32
V26,V33
V3,V33
V23,V33
V3,V34
V5,V34
V8,V34
V11,V34
V16,V34
V8,V35
V1,V35
V2,V35
V32,V36
V11,V36
V29,V36
V1,V37
V6,V37
V7,V38
V4,V38
V30,V38
V6,V38
V0,V39
V33,V39
V17,V39
V19,V39
V29,V39
V34,V40
V7,V40
V38,V40
V15,V40
V34,V41
V3,V41
V11,V41
V16,V41
V24,V41
V19,V42
V12,V42
V35,V43
V36,V43
V37,V43
V7,V43
V9,V43
V40,V44
V2,V44
V30,V44
V31,V44
V9,V45
V10,V45
V15,V45
V19,V45
V25,V45
V20,V46
V5,V46
V40,V47
V32,V48
V6,V48
V7,V48
V21,V48
V26,V48
V40,V49
V45,V49
V21,V49
V42,V50
V26,V51
V36,V51
V7,V51
V1,V52
V4,V52
V9,V52
V10,V52
V24,V52
V48,V53
V1,V53
V21,V53
V9,V53
V24,V54
V41,V54
V17,V54
V0,V55
V11,V55
V19,V55
V45,V55
V50,V56
V22,V56
V41,V57
V6,V57
V49,V57
V41,V58
V46,V58
V15,V58
V51,V58
V22,V58
V49,V59
V57,V60
V16,V61
V18,V61
V54,V61
V9,V62
V16,V63
V42,V63
V2,V64
V42,V64
V45,V64
V16,V64
V57,V64
V54,V65
V18,V65
V38,V65
V24,V66
V40,V67
V51,V67
V53,V67
V63,V67
V6,V68
V49,V69
V3,V69
V28,V69
V61,V70
V5,V70
V64,V71
V18,V71
V40,V71
V2,V72
V37,V72
V10,V72
V15,V72
V21,V72
V35,V73
V27,V73
V5,V73
V21,V74
V13,V74
V54,V74
V15,V74
V58,V75
V4,V75
V60,V75
V36,V75
V1,V76
V62,V76
V23,V76
V39,V77
V72,V77
V11,V77
V15,V77
V19,V77
V10,V78
V59,V78
V61,V78
V32,V79
V60,V79
V54,V79
V7,V79
V26,V80
V36,V81
V71,V81
V46,V81
V51,V81
V57,V81
V28,V82
V20,V82
V6,V82
V31,V82
V74,V83
V67,V83
V48,V84
V30,V84
V42,V85
V7,V85
V50,V86
V52,V87
V38,V88
V70,V88
V72,V88
V39,V88
V50,V88
V34,V89
V58,V89
V57,V90
V69,V90
V37,V90
V59,V91
V52,V91
V54,V91
V20,V92
V15,V92
V10,V93
V61,V93
V65,V94
V13,V94
V14,V94
V19,V94
V29,V94
V25,V95
V37,V95
V45,V95
V79,V95
V84,V96
V7,V97
V90,V98
V23,V99
