Cause,Effect
V0,V4
V0,V5
V1,V5
V2,V5
V4,V6
V0,V7
V4,V7
V2,V8
V5,V8
V6,V8
V3,V9
V3,V10
V1,V11
V3,V11
V5,V11
V7,V11
V9,V11
V0,V12
V9,V12
V6,V12
V8,V13
V5,V13
V2,V14
V5,V14
V7,V14
V9,V15
V3,V15
V6,V15
V3,V16
V1,V16
V11,V16
V9,V16
V3,V17
V13,V17
V7,V17
V3,V18
V8,V19
V12,V19
V4,V19
V17,V20
V5,V20
V17,V21
V15,V21
V7,V21
V17,V22
V13,V22
V14,V22
V2,V23
V15,V23
V2,V24
V14,V24
V12,V25
V3,V26
V4,V26
V13,V26
V12,V27
V4,V27
V15,V28
V17,V29
V23,V29
V7,V29
V0,V30
V9,V30
V10,V30
V11,V30
V26,V30
V16,V31
V26,V31
V20,V31
V23,V32
V0,V33
V21,V33
V6,V33
V15,V33
V17,V34
V29,V34
V25,V35
V26,V35
V19,V36
V22,V36
V23,V36
V16,V37
V32,V37
V12,V37
V23,V37
V17,V38
V10,V38
V9,V39
V21,V39
V30,V39
V17,V39
V37,V40
V2,V41
V10,V41
V28,V41
V32,V42
V1,V42
V35,V42
V6,V42
V5,V43
V36,V44
V38,V44
V25,V45
V10,V45
V27,V45
V36,V45
V41,V46
V39,V46
V35,V47
V16,V47
V19,V47
V22,V47
V25,V47
V38,V48
V2,V49
V43,V49
V20,V49
V39,V49
V10,V50
V13,V50
V45,V50
V44,V51
V3,V52
V28,V52
V15,V52
V13,V53
V46,V53
V31,V53
V4,V54
V5,V54
V8,V54
V41,V54
V23,V54
V38,V55
V22,V55
V30,V55
V39,V55
V3,V56
V14,V56
V19,V57
V48,V58
V37,V59
V20,V60
V30,V60
V38,V61
V6,V61
V24,V62
V31,V62
V32,V63
V7,V63
V10,V63
V11,V63
V27,V63
V36,V64
V14,V64
V15,V64
V14,V65
V7,V65
V57,V66
V23,V66
V28,V66
V31,V66
V65,V67
V45,V67
V38,V67
V22,V67
V40,V68
V31,V68
V48,V69
V18,V69
V59,V70
V18,V71
V47,V71
V17,V72
V58,V73
V4,V73
V23,V73
V58,V74
V27,V74
V4,V74
V45,V74
V32,V75
V44,V75
V38,V75
V52,V76
V2,V77
V30,V78
V10,V79
V69,V79
V63,V79
V32,V80
V27,V80
V21,V80
V53,V80
V59,V80
V24,V81
V39,V81
V21,V82
V64,V83
V75,V83
V67,V83
V20,V83
V31,V84
V77,V84
V38,V84
V39,V84
V13,V85
V68,V86
V5,V87
V72,V87
V74,V87
V78,V87
V24,V87
V64,V88
V67,V88
V81,V89
V46,V89
V55,V89
V74,V90
V52,V90
V23,V90
V1,V91
V32,V92
V67,V92
V76,V92
V46,V92
V16,V93
V24,V93
V20,V93
V33,V94
V41,V94
V11,V94
V76,V94
V17,V94
V76,V95
V83,V96
V29,V96
V70,V96
V47,V96
V66,V97
V18,V97
V54,V97
V0,V98
V66,V98
V83,V98
V52,V98
V88,V98
V65,V99
V70,V99
V86,V99
V33,V99
