Cause,Effect
V0,V5
V1,V5
V1,V6
V3,V6
V1,V7
V3,V7
V1,V8
V2,V8
V0,V9
V0,V10
V1,V10
V3,V10
V4,V10
V1,V11
V2,V11
V3,V12
V7,V12
V7,V13
V2,V14
V11,V14
V6,V14
V5,V15
V7,V15
V2,V16
V11,V16
V6,V16
V1,V17
V2,V17
V3,V17
V10,V17
V12,V17
V1,V18
V10,V18
V16,V19
V5,V19
V1,V20
V6,V20
V7,V20
V11,V20
V17,V20
V8,V21
V4,V21
V19,V22
V3,V22
V20,V22
V10,V23
V3,V24
V4,V24
V8,V24
V12,V24
V13,V24
V1,V25
V18,V25
V19,V25
V15,V25
V2,V26
V5,V26
V20,V26
V21,V26
V11,V27
V5,V27
V14,V27
V17,V28
V21,V28
V14,V28
V0,V29
V1,V29
V2,V29
V15,V29
V26,V29
V7,V30
V23,V30
V17,V31
V3,V31
V16,V32
V23,V32
V27,V33
V23,V33
V22,V34
V28,V35
V23,V35
V26,V36
V16,V37
V12,V37
V16,V38
V2,V39
V5,V39
V18,V40
V25,V41
V2,V41
V12,V41
V4,V41
V12,V42
V22,V42
V0,V43
V36,V43
V34,V44
V21,V45
V5,V45
V39,V46
V8,V46
V13,V46
V21,V46
V23,V46
V17,V47
V27,V47
V30,V47
V9,V48
V13,V48
V10,V48
V21,V48
V1,V49
V48,V50
V33,V50
V23,V51
V17,V52
V33,V52
V0,V53
V10,V53
V39,V54
V22,V54
V47,V54
V32,V55
V4,V55
V7,V55
V42,V55
V29,V55
V33,V56
V22,V56
V47,V56
V0,V57
V33,V57
V3,V57
V36,V57
V53,V57
V24,V58
V0,V58
V2,V59
V0,V60
V11,V60
V35,V60
V54,V60
V38,V61
V41,V61
V20,V61
V21,V61
V29,V61
V2,V62
V34,V62
V43,V62
V26,V62
V31,V62
V19,V63
V23,V63
V4,V64
V15,V64
V48,V65
V45,V65
V38,V65
V50,V66
V32,V67
V11,V67
V14,V67
V52,V67
V63,V67
V58,V68
V45,V68
V30,V68
V62,V69
V22,V69
V8,V70
V9,V70
V18,V70
V21,V70
V11,V71
V45,V71
V14,V71
V16,V71
V27,V71
V42,V72
V20,V72
V52,V72
V24,V72
V61,V72
V32,V73
V1,V74
V2,V74
V59,V74
V22,V74
V64,V75
V51,V75
V5,V75
V54,V76
V11,V76
V22,V76
V35,V77
V12,V77
V21,V77
V47,V77
V0,V78
V1,V78
V17,V78
V24,V79
V49,V79
V38,V79
V46,V79
V67,V80
V43,V80
V68,V80
V44,V81
V41,V82
V20,V82
V29,V82
V60,V82
V7,V83
V10,V83
V20,V83
V55,V83
V30,V83
V48,V84
V65,V84
V5,V84
V22,V84
V32,V85
V22,V85
V55,V85
V27,V85
V62,V85
V67,V86
V45,V86
V71,V87
V55,V87
V42,V88
V14,V88
V68,V89
V7,V89
V74,V89
V54,V89
V23,V89
V41,V90
V67,V90
V60,V90
V0,V91
V50,V91
V68,V91
V74,V91
V72,V92
V8,V92
V75,V92
V43,V92
V52,V93
V43,V94
V65,V95
V3,V95
V76,V95
V67,V96
V12,V96
V78,V96
V64,V97
V22,V98
V39,V98
V45,V99
