0.000000000000000000e+00,3.001788817346096039e-02,2.193039096891880035e-02,3.256852179765701294e-02,2.287330664694309235e-02,1.718997769057750702e-02,1.699562557041645050e-02,1.832301728427410126e-02,2.100154943764209747e-02,1.420716494321823120e-01,2.147000096738338470e-02,2.117154188454151154e-02,1.977020502090454102e-02,1.281652599573135376e-02,2.863225899636745453e-02,1.853320561349391937e-02,1.092927232384681702e-01,1.496975217014551163e-02,1.426233723759651184e-02,2.798016555607318878e-02
2.038193866610527039e-02,0.000000000000000000e+00,2.478936314582824707e-02,1.837346330285072327e-02,2.393745444715023041e-02,5.033836886286735535e-02,1.659455709159374237e-02,1.655497588217258453e-02,1.623783074319362640e-02,2.040209621191024780e-02,3.222732245922088623e-02,2.635509520769119263e-02,2.263904549181461334e-02,1.259888056665658951e-02,2.881343849003314972e-02,3.762707486748695374e-02,2.524049393832683563e-02,5.606188252568244934e-02,5.747294425964355469e-02,2.938763983547687531e-02
2.231058664619922638e-02,2.271894924342632294e-02,0.000000000000000000e+00,2.033662796020507812e-02,2.249989099800586700e-02,2.162665687501430511e-02,1.525838393718004227e-02,2.894986271858215332e-01,1.257459074258804321e-02,1.492542028427124023e-02,2.721679955720901489e-02,2.085541374981403351e-02,3.320406004786491394e-02,1.560956519097089767e-02,3.909774124622344971e-02,2.057863213121891022e-02,1.419492214918136597e-01,2.281758747994899750e-02,1.357106026262044907e-02,3.044531308114528656e-02
2.919647097587585449e-02,2.820856124162673950e-02,2.632290311157703400e-02,0.000000000000000000e+00,2.040134556591510773e-02,1.678154245018959045e-02,2.172230742871761322e-02,1.614558137953281403e-02,1.227201800793409348e-02,1.804164610803127289e-02,2.135195024311542511e-02,1.890490762889385223e-02,2.577806450426578522e-02,1.484829094260931015e-02,2.132522873580455780e-02,2.051390893757343292e-02,1.636715605854988098e-02,4.482759162783622742e-02,1.617392338812351227e-02,3.120799176394939423e-02
3.600845858454704285e-02,3.291812166571617126e-02,2.218457870185375214e-02,5.542663857340812683e-02,0.000000000000000000e+00,1.838988810777664185e-02,3.637095689773559570e-01,3.266546875238418579e-02,1.448777318000793457e-02,1.425166428089141846e-02,1.735247857868671417e-02,2.379234582185745239e-01,2.327679097652435303e-02,1.994465850293636322e-02,1.254022866487503052e-01,1.919471658766269684e-02,8.637809753417968750e-02,1.087873354554176331e-01,3.423370793461799622e-02,3.641122207045555115e-02
2.809237502515316010e-02,8.975250273942947388e-02,1.701027341187000275e-02,1.528458762913942337e-02,1.610517315566539764e-02,0.000000000000000000e+00,1.542100403457880020e-02,1.452650874853134155e-02,1.918306760489940643e-02,2.582338452339172363e-02,1.901439577341079712e-02,1.805751956999301910e-02,1.722923852503299713e-02,1.144042890518903732e-02,3.449000790715217590e-02,2.051978260278701782e-01,7.646591216325759888e-02,7.557017356157302856e-02,2.699964679777622223e-02,2.036470361053943634e-02
1.940757781267166138e-02,2.156688831746578217e-02,1.994835026562213898e-02,1.764457672834396362e-02,5.662670731544494629e-02,2.260066755115985870e-02,0.000000000000000000e+00,1.173912361264228821e-01,1.151062641292810440e-02,1.518761646002531052e-02,4.217447713017463684e-02,1.701619103550910950e-02,2.550777606666088104e-02,1.641461811959743500e-02,2.409914694726467133e-02,2.934381924569606781e-02,7.319901138544082642e-02,1.731471344828605652e-02,2.631694637238979340e-02,3.767185658216476440e-02
5.520115420222282410e-02,2.273172885179519653e-02,2.324775457382202148e-01,2.681860886514186859e-02,3.945753350853919983e-02,1.861225999891757965e-02,2.834962904453277588e-01,0.000000000000000000e+00,1.239347178488969803e-02,2.612876333296298981e-02,1.994790323078632355e-02,2.361217141151428223e-02,1.885332167148590088e-02,1.375311613082885742e-02,1.773576736450195312e-01,2.188223786652088165e-02,4.234204813838005066e-02,1.532400399446487427e-02,1.654808223247528076e-02,4.238962754607200623e-02
2.183247916400432587e-02,2.268373407423496246e-02,2.346537262201309204e-02,2.004869841039180756e-02,1.766938343644142151e-02,1.696589961647987366e-02,2.054051496088504791e-02,1.574737206101417542e-02,0.000000000000000000e+00,2.012786455452442169e-02,3.315459936857223511e-02,2.669065445661544800e-02,2.495280094444751740e-02,1.566061004996299744e-02,1.883473806083202362e-02,2.010997943580150604e-02,2.140201814472675323e-02,2.098795585334300995e-02,1.430161204189062119e-02,2.525295130908489227e-02
1.699304580688476562e-01,2.541836351156234741e-02,2.549269236624240875e-02,1.768919266760349274e-02,2.184146083891391754e-02,5.231636762619018555e-02,1.534114778041839600e-02,1.660416834056377411e-02,1.306953188031911850e-02,0.000000000000000000e+00,1.485030353069305420e-01,2.036799676716327667e-02,2.973721176385879517e-02,1.200188696384429932e-02,3.295738622546195984e-02,3.170911967754364014e-02,2.282101847231388092e-02,2.522429265081882477e-02,2.909504622220993042e-02,2.699914574623107910e-02
