Cause,Effect
V2,V60
V2,V71
V2,V91
V3,V0
V3,V49
V3,V58
V3,V91
V4,V6
V4,V25
V4,V64
V4,V73
V5,V0
V5,V15
V5,V59
V5,V82
V5,V98
V6,V7
V6,V19
V6,V74
V7,V6
V7,V56
V8,V21
V8,V51
V9,V84
V10,V69
V10,V70
V11,V88
V11,V89
V11,V90
V13,V40
V13,V80
V14,V4
V14,V20
V14,V79
V15,V7
V15,V8
V15,V78
V16,V50
V16,V51
V16,V92
V17,V38
V17,V78
V18,V31
V18,V60
V18,V62
V18,V97
V19,V29
V19,V30
V19,V44
V20,V50
V20,V58
V21,V66
V21,V72
V22,V8
V22,V49
V22,V61
V23,V38
V23,V79
V24,V53
V24,V88
V24,V97
V25,V39
V25,V95
V26,V12
V27,V9
V27,V22
V27,V28
V27,V81
V28,V42
V28,V50
V28,V70
V28,V73
V29,V0
V29,V38
V30,V8
V30,V23
V30,V71
V30,V93
V31,V60
V32,V72
V33,V19
V33,V42
V34,V11
V34,V23
V34,V66
V35,V48
V35,V53
V35,V71
V35,V86
V36,V10
V36,V97
V37,V4
V37,V31
V37,V62
V38,V19
V39,V0
V39,V40
V40,V1
V40,V68
V41,V79
V41,V85
V42,V20
V42,V53
V42,V69
V43,V10
V43,V11
V43,V28
V44,V40
V44,V46
V44,V74
V44,V76
V45,V16
V45,V20
V45,V44
V45,V86
V46,V24
V46,V42
V46,V76
V46,V80
V47,V8
V47,V81
V48,V47
V48,V67
V48,V69
V49,V4
V49,V24
V49,V76
V49,V97
V50,V39
V50,V51
V50,V66
V51,V9
V51,V90
V52,V61
V52,V68
V53,V31
V53,V87
V54,V18
V54,V24
V54,V46
V54,V89
V55,V68
V55,V82
V55,V91
V56,V48
V56,V75
V57,V10
V58,V28
V58,V88
V58,V89
V59,V89
V60,V33
V61,V66
V61,V81
V62,V32
V63,V36
V64,V7
V64,V50
V65,V53
V66,V1
V66,V21
V66,V90
V67,V19
V67,V63
V68,V30
V68,V54
V69,V46
V69,V80
V70,V13
V70,V30
V70,V51
V71,V33
V71,V58
V72,V11
V72,V44
V72,V56
V72,V69
V72,V73
V72,V79
V73,V57
V74,V59
V74,V91
V75,V9
V75,V27
V75,V51
V76,V7
V76,V29
V76,V30
V76,V95
V77,V9
V77,V68
V78,V27
V78,V84
V79,V17
V79,V23
V80,V11
V80,V76
V81,V64
V82,V29
V82,V59
V82,V89
V83,V9
V84,V31
V84,V47
V84,V62
V84,V91
V85,V8
V85,V59
V86,V21
V86,V75
V87,V23
V87,V24
V87,V46
V88,V27
V88,V58
V88,V69
V88,V71
V88,V73
V88,V79
V88,V98
V90,V6
V90,V12
V90,V42
V90,V60
V90,V62
V90,V73
V91,V50
V91,V71
V92,V4
V92,V12
V92,V38
V92,V57
V92,V95
V93,V48
V94,V80
V94,V97
V96,V20
V96,V59
V97,V24
V97,V72
V98,V74
V98,V86
V99,V1
V99,V6
