Cause,Effect
V0,V10
V0,V32
V0,V48
V0,V69
V1,V80
V1,V90
V2,V11
V2,V14
V2,V19
V2,V46
V2,V50
V2,V66
V3,V13
V4,V42
V4,V67
V4,V76
V5,V70
V5,V73
V5,V77
V6,V36
V7,V20
V7,V58
V8,V61
V8,V69
V8,V73
V9,V4
V9,V11
V9,V91
V10,V5
V10,V11
V10,V27
V10,V43
V11,V28
V11,V37
V12,V9
V13,V98
V14,V27
V16,V97
V17,V15
V17,V24
V17,V71
V18,V62
V18,V91
V18,V97
V19,V66
V19,V68
V19,V75
V21,V28
V21,V53
V21,V71
V21,V98
V22,V20
V24,V18
V24,V32
V25,V24
V25,V56
V26,V42
V26,V51
V26,V54
V27,V90
V28,V36
V29,V25
V30,V29
V30,V31
V30,V60
V31,V59
V31,V90
V32,V5
V32,V10
V33,V32
V34,V11
V34,V98
V35,V81
V35,V96
V35,V98
V36,V7
V36,V34
V36,V39
V36,V96
V37,V5
V37,V19
V38,V15
V38,V29
V38,V48
V38,V49
V38,V88
V39,V20
V39,V28
V39,V54
V40,V8
V40,V62
V40,V66
V40,V88
V40,V96
V41,V10
V41,V51
V41,V59
V41,V95
V42,V88
V43,V13
V43,V55
V44,V25
V44,V61
V44,V80
V44,V90
V45,V11
V45,V57
V45,V58
V46,V4
V46,V61
V47,V48
V48,V46
V49,V2
V49,V7
V49,V31
V50,V34
V50,V74
V50,V80
V51,V7
V51,V84
V51,V86
V52,V8
V52,V39
V52,V74
V52,V78
V53,V46
V53,V67
V53,V81
V54,V0
V54,V59
V55,V18
V55,V19
V55,V23
V56,V36
V56,V90
V56,V96
V57,V25
V57,V31
V57,V91
V58,V5
V58,V75
V58,V95
V59,V52
V59,V78
V60,V33
V60,V37
V60,V46
V61,V5
V61,V63
V61,V68
V63,V19
V63,V26
V63,V43
V63,V73
V64,V28
V64,V56
V64,V92
V65,V9
V65,V35
V65,V74
V66,V31
V66,V35
V66,V68
V67,V57
V68,V19
V69,V8
V69,V67
V69,V68
V70,V0
V70,V17
V70,V26
V70,V53
V70,V61
V71,V43
V71,V48
V71,V49
V71,V69
V72,V62
V73,V46
V74,V1
V74,V89
V74,V91
V74,V97
V75,V52
V75,V82
V76,V74
V77,V80
V77,V98
V78,V22
V78,V52
V78,V80
V79,V22
V79,V67
V79,V81
V80,V22
V80,V34
V80,V48
V80,V58
V80,V67
V80,V70
V81,V8
V81,V32
V81,V50
V82,V4
V83,V35
V83,V69
V84,V15
V84,V32
V84,V66
V85,V89
V86,V20
V87,V71
V87,V97
V89,V56
V90,V10
V90,V61
V91,V22
V91,V77
V93,V0
V93,V36
V93,V57
V94,V25
V94,V66
V95,V17
V95,V76
V96,V43
V96,V91
V97,V17
V98,V4
V98,V92
V99,V8
V99,V13
V99,V73
V99,V89
